EOS,Conformation,Affinity,Smile
EOS1,7,-7.372,COc1ccc(N2C(=O)NC(CC(=O)N3CCC(c4ccccc4)CC3)C2=O)cc1
EOS2,9,-6.82,COc1cc2ncn(CCC(=O)NCc3cccc(F)c3)c(=O)c2cc1OC
EOS3,6,-6.395,O=C(C1CCCCC12OCCO2)N1CCOC(c2ccccc2)C1
EOS4,7,-7.448,O=C(CCCC(=O)N1CCOC(c2ccccc2)C1)N1CCOC(c2ccccc2)C1
EOS5,8,-6.676,CC[C@@H](C)[C@@H](CO)NC(=O)Cc1c(C)c2ccc(O)cc2oc1=O
EOS6,4,-6.522,CSCC[C@@H](CO)NC(=O)c1cn(C)c2c(F)cc(F)cc2c1=O
EOS7,6,-5.465,O=C(CC1NC(=O)N(CCc2ccccc2)C1=O)N[C@H](CO)Cc1ccccc1
EOS8,8,-6.811,O=C(CCC1NC(=O)N(c2cccc3ccccc23)C1=O)NCCc1ccco1
EOS9,2,-8.06,CC(=O)Nc1cccc(N2C(=O)NC(CCC(=O)N3CCN(c4ccccc4)CC3)C2=O)c1
EOS10,2,-8.082,CC(C)CC(NC(=O)CCC1NC(=O)N(c2ccccc2)C1=O)c1nnc2ccccn12
EOS11,5,-6.936,O=C(N[C@H](CO)Cc1ccccc1)c1cn(Cc2ccncc2)c(=O)c2ccccc12
EOS12,3,-6.505,COc1ccc(N2C(=O)NC(CCC(=O)NC(C)c3nc4ccccc4[nH]3)C2=O)cc1
EOS13,3,-6.865,Cc1csc(N2C(=O)NC(CC(=O)NCCc3ccccn3)C2=O)n1
EOS14,7,-6.836,Cc1cc(C)n(CCNC(=O)CCC2NC(=O)N(c3ccccc3)C2=O)n1
EOS15,1,-7.007,CC[C@H](C)[C@@H](C(=O)Nc1ccc(N2CCCS2(=O)=O)cc1)n1cnnn1
EOS16,3,-7.35,Cc1c(CC(=O)N2CCCCC2c2cccnc2)c(=O)oc2cc(O)ccc12
EOS17,8,-7.185,Cc1ccc(C(=O)NCCc2ccc(O)cc2)c(-n2cnnn2)c1C
EOS18,6,-6.935,O=C(CC1NC(=O)N(Cc2ccco2)C1=O)NCCc1nc(-c2ccccc2)cs1
EOS19,3,-7.232,Cn1ccc2cc(C(=O)NCCc3ccc(O)cc3)ccc21
EOS20,3,-6.728,O=C(CC1NC(=O)N(Cc2ccco2)C1=O)NCCn1ccc2c(Cl)cccc21
EOS21,8,-6.495,COc1cccc2c1ccn2CCNC(=O)Cn1c(C)cc(O)cc1=O
EOS22,4,-7.772,O=C(c1cnc2ccc(F)cc2c1O)N1CCN(CCc2ccncc2)CC1
EOS23,2,-7.136,CCS(=O)(=O)c1ccc(O)c(NC(=O)Cn2cnc3cc(OC)c(OC)cc3c2=O)c1
EOS24,9,-7.191,O=C(CCNc1ncnc2[nH]cnc12)NCCC1CCN(Cc2ccccc2)CC1
EOS25,6,-6.291,CC[C@@H](C)[C@@H](CO)NC(=O)Cn1ncc2ccccc2c1=O
EOS26,4,-6.569,CC[C@@H](C)[C@@H](CO)NC(=O)c1n[nH]c2c1CCCCC2
EOS27,3,-6.121,CC[C@@H](C)[C@@H](CO)NC(=O)Cc1c(C)n[nH]c1-c1ccc(Cl)cc1
EOS28,6,-6.217,O=C(c1snnc1-c1ccccc1)N1CCOCC1
EOS29,3,-6.924,Cc1cccc(NC(=O)c2cc3ccccc3n2C)n1
EOS30,1,-6.137,CC(C)OCCCNC(=O)c1snnc1-c1ccccc1
EOS31,1,-6.7,Cn1ccc2cc(C(=O)Nc3ccncc3)ccc21
EOS32,5,-6.081,CC[C@@H](C)[C@@H](CO)NC(=O)c1ccc2c(c1)NC(=O)CO2
EOS33,5,-5.854,CSCC[C@@H](CO)NC(=O)c1c[nH]c2c(C(C)C)cccc2c1=O
EOS34,3,-6.767,CC1(C)OC(=O)CC1C(=O)N1CCCCC1c1ccccn1
EOS35,8,-6.238,CSCC[C@@H](CO)NC(=O)Cn1cnc2sc(-c3ccccc3)cc2c1=O
EOS36,4,-6.852,CC1(C)OC(=O)CC1C(=O)NCCn1ccnc1-c1ccccc1
EOS37,6,-6.597,Cc1ccc(C(C)C)c(OCCNC(=O)C2CC(=O)OC2(C)C)c1
EOS38,4,-8.764,O=C(Cn1ccc2c(cnc3ccnn32)c1=O)N1C[C@@H]2C[C@H](C1)Cn1c2cccc1=O
EOS39,1,-7.197,Cc1cc(O)cc(=O)n1CCCC(=O)N1CCCC1c1nc2ccccc2[nH]1
EOS40,3,-6.514,COc1cc(NC(=O)c2ccc3c(ccn3C)c2)cc(OC)c1OC
EOS41,3,-6.539,CSCC[C@@H](CO)NC(=O)CCc1c(C)[nH]c2ccnn2c1=O
EOS42,4,-6.553,COc1cccc2c1ccn2CCNC(=O)Cn1c(C)ccc1C
EOS43,2,-7.382,O=C(N[C@H](CO)Cc1ccccc1)c1n[nH]c2c1COc1ccccc1-2
EOS44,1,-5.921,C[C@@H](CO)NC(=O)c1cc(-c2ccsc2)[nH]n1
EOS45,7,-6.697,Cc1c(CC(=O)N[C@H](CO)C(C)C)c(=O)oc2cc(O)ccc12
EOS46,4,-7.217,CC1(C)CC(NC(=O)Cn2ccc3c(NS(C)(=O)=O)cccc32)CC(C)(C)N1
EOS47,2,-6.12,CC(C)NC(=O)Cn1ccc2c(NS(C)(=O)=O)cccc21
EOS48,9,-6.737,Cn1ncc(C(=O)Nc2ccc(N3CCCCS3(=O)=O)cc2)c1-n1cccc1
EOS49,1,-7.174,Cc1cccnc1NC(=O)c1ccc2ccn(C)c2c1
EOS50,1,-6.659,COc1ccc(OC)c(NC(=O)c2cnn(C)c2-n2cccc2)c1
EOS51,6,-6.453,CCN1CCCC1CNC(=O)Cn1ccc2c(NC(C)=O)cccc21
EOS52,6,-7.156,O=C(CCc1nnc2ccccn2c1=O)NCCc1ccncc1
EOS53,3,-7.213,COc1cc2ncn(CC(=O)N[C@@H](C)C(=O)N3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC
EOS54,6,-7.435,CS(=O)(=O)N1CCc2cc(C(=O)Cn3cnc4ccsc4c3=O)ccc21
EOS55,1,-8.412,O=C1Nc2ccccc2CCC1n1cnc2cc(F)ccc2c1=O
EOS56,3,-8.448,CN1C(=O)COc2ccc(C(=O)Cn3cnc4cc(F)ccc4c3=O)cc21
EOS57,4,-7.998,CS(=O)(=O)N1CCc2cc(C(=O)Cn3cnc4cc(F)ccc4c3=O)ccc21
EOS58,3,-7.598,O=C(NCCO)c1ccc2c(c1)C(=O)N(CCc1c[nH]c3ccccc13)C2=O
EOS59,1,-7.513,COCCNC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cn3cncn3)cc1)C2=O
EOS60,3,-7.514,COc1cc2ncn(CC(=O)NCC(=O)N3CCN(Cc4ccccc4)CC3)c(=O)c2cc1OC
EOS61,8,-6.202,CC(C)C[C@@H](CO)NC(=O)CSCc1nc2ccccc2c(=O)[nH]1
EOS62,4,-6.381,COc1cc2c(cc1OC)CC(=O)N(CC(=O)NCCC(C)C)C=C2
EOS63,3,-7.166,COc1cc2c(cc1OC)CC(=O)N(CC(=O)NCCn1cnc3ccccc31)C=C2
EOS64,2,-6.121,COc1cc2c(cc1OC)CC(=O)N(CC(=O)NCCCOC(C)C)C=C2
EOS65,1,-6.578,COc1cc2c(cc1OC)CC(=O)N(CC(=O)N1CCSCC1)C=C2
EOS66,5,-6.855,COc1cc2c(cc1OC)CC(=O)N(CC(=O)NCc1ccccc1Cl)C=C2
EOS67,2,-6.375,COc1cc2c(cc1OC)CC(=O)N(CC(=O)NCCc1ccco1)C=C2
EOS68,5,-7.263,COc1cc2c(cc1OC)CC(=O)N(CC(=O)NCc1nc3ccccc3n1C)C=C2
EOS69,1,-7.44,COc1cc2c(cc1OC)CC(=O)N(CC(=O)N1CCN(c3ccccc3OC)CC1)C=C2
EOS70,6,-6.271,COc1cc2ncn(CCC(=O)NC3CCCC3)c(=O)c2cc1OC
EOS71,1,-6.858,COc1ccc(CCNC(=O)CCn2cnc3cc(OC)c(OC)cc3c2=O)cc1
EOS72,2,-6.797,COc1ccccc1CNC(=O)CCn1cnc2cc(OC)c(OC)cc2c1=O
EOS73,3,-6.625,COc1cc2ncn(CCC(=O)NCc3ccccc3)c(=O)c2cc1OC
EOS74,4,-6.828,COc1cc2ncn(CCC(=O)Nc3ccc(O)cc3)c(=O)c2cc1OC
EOS75,3,-8.047,CC(=O)Nc1ccc(C(=O)Cn2cnc3cc(F)ccc3c2=O)cc1
EOS76,1,-8.436,COc1cc2c(cc1OC)CC(=O)N(CC(=O)N1CCN(c3nc4ccccc4n3C)CC1)C=C2
EOS77,9,-6.871,CC(=O)N1CCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)CC1
EOS78,5,-6.534,COc1ccc(Cn2nc(-c3ccccc3OC)ccc2=O)cc1
EOS79,5,-6.15,COc1cc2c(cc1OC)CC(=O)N(CC(=O)NCCSc1ccccc1)C=C2
EOS80,1,-7.696,COc1cc2c(cc1OC)CC(=O)N(CC(=O)N1CCN(c3ccccc3)CC1)C=C2
EOS81,1,-8.332,COc1cc2c(cc1OC)CC(=O)N(CC(=O)N1CCN(c3ccc(C(F)(F)F)cn3)CC1)C=C2
EOS82,3,-7.635,CSCC[C@H](NC(=O)c1sc2nc[nH]c(=O)c2c1C)c1nnc2ccccn12
EOS83,7,-6.411,O=C(CC(Cn1cccc1)c1ccc(Cl)cc1)NCC1CCOCC1
EOS84,3,-6.754,COCCn1ccc2ccc(C(=O)NCCc3ccc(O)cc3)cc21
EOS85,2,-8.039,O=C(C1CC(=O)N(c2n[nH]c3ccccc23)C1)N1CCCC1
EOS86,5,-6.657,CCCCN1C(=O)c2ccccc2C(C(=O)NCC2CCOCC2)C12CCCC2
EOS87,5,-8.004,Cc1nc2ncc3c(=O)n(CC(=O)NCCc4ccc(O)cc4)ccc3n2n1
EOS88,1,-7.95,NS(=O)(=O)c1ccc(CNC(=O)c2cccc(Nc3ncccn3)c2)cc1
EOS89,8,-6.965,COc1ccc(CN2C(=O)N[C@@H](CC(=O)Nc3cccc4c3ccn4C)C2=O)cc1OC
EOS90,4,-7.657,COc1ccc(CN2C(=O)N[C@@H](CC(=O)Nc3ccc4[nH]ccc4c3)C2=O)cc1OC
EOS91,4,-6.814,COc1ccc(CCN2C(=O)N[C@@H](CC(=O)Nc3nc(C)c(C)s3)C2=O)cc1
EOS92,3,-8.07,COCc1n[nH]c(-c2cccc(NC(=O)CC[C@@H]3NC(=O)c4ccccc4NC3=O)c2)n1
EOS93,1,-9.118,O=C(Nc1ccc2c(c1)C(=O)N1CCC[C@H]1C(=O)N2)c1cnc2c(F)cccc2c1O
EOS94,2,-7.97,COc1ccc2c(ccn2CCC(=O)Nc2ccc3c(c2)C(=O)N2CCC[C@H]2C(=O)N3)c1
EOS95,6,-5.223,CSCCC(N)c1nc(-c2ccco2)no1
EOS96,1,-8.604,O=C(Nc1ccc2c(c1)C(=O)N1CCC[C@H]1C(=O)N2)c1cc(-c2ccccn2)n[nH]1
EOS97,2,-5.273,CSCCC(N)c1nc(-c2cccs2)no1
EOS98,2,-5.709,COc1ccc(-c2noc(C(N)CCSC)n2)cc1OC
EOS99,3,-7.298,CSCC[C@@H]1NC(=O)c2cc(NC(=O)c3cc(=O)[nH]c4ccccc34)ccc2NC1=O
EOS100,7,-6.451,COc1ccc(CN2C(=O)N[C@@H](CCC(=O)Nc3cnn(C)c3)C2=O)cc1
EOS101,1,-7.597,Cc1nc(NC(=O)CC[C@@H]2NC(=O)N(Cc3ccc4c(c3)OCO4)C2=O)sc1C
EOS102,3,-6.557,COc1ccc(CCN2C(=O)N[C@@H](CCC(=O)NCc3cccn3C)C2=O)cc1
EOS103,5,-6.43,COc1ccc(CN2C(=O)N[C@@H](CCC(=O)Nc3nccs3)C2=O)cc1OC
EOS104,8,-6.556,COc1ccc(NC(=O)CC[C@@H]2NC(=O)N(Cc3ccc(OC)c(OC)c3)C2=O)cc1
EOS105,5,-7.229,Cn1ccc2cc(NC(=O)C[C@@H]3NC(=O)N(Cc4ccccc4)C3=O)ccc21
EOS106,9,-7.223,O=C(C[C@@H]1NC(=O)N(Cc2ccccc2)C1=O)Nc1cccc2ncccc12
EOS107,5,-8.039,O=C(C[C@@H]1NC(=O)N(Cc2ccccc2)C1=O)Nc1cccc(-c2nc[nH]n2)c1
EOS108,8,-6.959,O=C(C[C@@H]1NC(=O)N(Cc2ccccc2)C1=O)Nc1ccc(N2CCCS2(=O)=O)cc1
EOS109,6,-6.747,COc1ccc(CN2C(=O)N[C@@H](CC(=O)NCCn3cnc4ccccc43)C2=O)cc1
EOS110,1,-8.556,COc1ccc(Cc2nc(NC(=O)C[C@@H]3NC(=O)c4ccccc4NC3=O)n[nH]2)cc1
EOS111,4,-7.843,O=C(C[C@@H]1NC(=O)c2ccccc2NC1=O)NCCn1ccc2ccc(F)cc21
EOS112,1,-7.902,COc1ccc(Cc2nc(NC(=O)CC[C@@H]3NC(=O)c4ccccc4NC3=O)n[nH]2)cc1
EOS113,4,-8.147,O=C(C[C@@H]1NC(=O)c2ccccc2NC1=O)Nc1n[nH]c(C2CCCCC2)n1
EOS114,2,-8.512,O=C(CC[C@@H]1NC(=O)c2ccccc2NC1=O)Nc1cccc(N2CCCCS2(=O)=O)c1
EOS115,3,-7.026,COc1ccc(CN2C(=O)N[C@@H](CCC(=O)NCc3ccc(S(N)(=O)=O)cc3)C2=O)cc1
EOS116,7,-7.796,COc1ccc(CN2C(=O)N[C@@H](CCC(=O)N[C@@H](C)c3nnc4ccccn34)C2=O)cc1
EOS117,6,-7.105,COc1ccc(CN2C(=O)N[C@@H](CCC(=O)NCCc3ccc(O)cc3)C2=O)cc1OC
EOS118,5,-6.465,Cn1ccc(NC(=O)CC[C@@H]2NC(=O)N(Cc3ccccc3Cl)C2=O)n1
EOS119,1,-8.112,O=C(CC[C@@H]1NC(=O)N(Cc2cccc(F)c2)C1=O)Nc1nc[nH]n1
EOS120,4,-6.666,Cc1csc(NC(=O)CC[C@@H]2NC(=O)N(CCc3cccc(F)c3)C2=O)n1
EOS121,6,-6.665,COCCn1ccc2c(NC(=O)CC[C@@H]3NC(=O)N(Cc4ccccc4)C3=O)cccc21
EOS122,3,-7.333,Cn1ccnc1C(=O)c1cccc(NC(=O)CC[C@@H]2NC(=O)N(Cc3ccccc3)C2=O)c1
EOS123,4,-8.292,Cc1n[nH]c(C)c1S(=O)(=O)N1CCN(C(=O)CC[C@@H]2NC(=O)c3ccccc3NC2=O)CC1
EOS124,9,-6.672,O=C(CC[C@@H]1NC(=O)N(Cc2ccco2)C1=O)Nc1nnc(C2CC2)s1
EOS125,3,-7.772,NC(=O)c1ccc(NC(=O)C[C@@H]2NC(=O)N(CCc3c[nH]c4ccccc34)C2=O)cc1
EOS126,9,-7.128,CC(=O)c1cn(CCNC(=O)CC[C@@H]2NC(=O)c3ccccc3NC2=O)c2ccccc12
EOS127,7,-6.495,O=C(C[C@@H]1NC(=O)N(Cc2cccc(Cl)c2)C1=O)NCCn1cccn1
EOS128,5,-6.58,Cc1nccn1CCNC(=O)C[C@@H]1NC(=O)N(CCc2ccccc2)C1=O
EOS129,1,-7.974,O=C(C[C@H]1NC(=O)c2ccccc2NC1=O)Nc1nc(-c2cccs2)n[nH]1
EOS130,4,-8.605,O=C(CC[C@@H]1NC(=O)c2ccccc2NC1=O)Nc1ccc2ncn(C3CC3)c(=O)c2c1
EOS131,2,-5.774,CS(=O)(=O)CCC(N)c1nc(-c2ccco2)no1.Cl
EOS132,3,-6.753,Cn1cc(OCc2ccccc2)c(=O)cc1C(=O)Nc1ccccc1
EOS133,2,-6.824,Cc1nc(NC(=O)c2cc(=O)c(OCc3ccccc3)cn2C)sc1C
EOS134,1,-7.557,O=C(NCC1CC2C=CC1C2)c1cc(=O)c(OCc2cccc(Cl)c2)c[nH]1
EOS135,5,-7.38,O=C(NCCn1cnc2ccccc2c1=O)NC[C@@H]1CCCN2CCCC[C@H]12
EOS136,6,-6.297,CN(C)S(=O)(=O)N1CCN(Cn2ncc3ccccc3c2=O)CC1
EOS137,4,-7.355,C[C@@H](C(=O)Nc1c2c(nn1C)CSC2)N1Cc2ccccc2C1=O
EOS138,2,-7.799,O=C(Nc1ccc(C(=O)NCCc2c[nH]c3ccccc23)cc1)NC1CCS(=O)(=O)C1
EOS139,2,-8.439,CN1C(=O)c2ccc(NC(=O)c3nn(C)c(=O)c4ccccc34)cc2C1=O
EOS140,2,-7.2,O=C(Nc1n[nH]c(C2CC2)n1)C1CC(=O)N(c2ccc(Br)cc2)C1
EOS141,6,-6.786,Cc1[nH]c2c3c(F)cccc3nn2c(=O)c1CCC(=O)NCCN(C)C
EOS142,1,-7.374,Cc1nn(C2CCS(=O)(=O)C2)c(C)c1C(=O)Nc1n[nH]c(CC(C)C)n1
EOS143,6,-7.569,COc1c2c(c(CNC(=O)CCC3NC(=O)N(Cc4ccc5c(c4)OCO5)C3=O)c3c1OCO3)CCN(C)C2
EOS144,8,-6.905,O=C(CC1NC(=O)c2ccccc2NC1=O)NC1CCN(Cc2nc3ccccc3[nH]2)CC1
EOS145,2,-7.573,O=C(CC1NC(=O)N(c2ccccc2)C1=O)N1CCOC(c2ccccc2)C1
EOS146,3,-6.738,COc1ccc(-c2cc(C(=O)Nc3cnn(C)c3)n(C)n2)cc1
EOS147,1,-6.758,CC(C)Cc1nc2ccc(NC(=O)c3cccnc3)cc2[nH]1
EOS148,1,-6.713,COc1cc(-c2nnc(NC(=O)c3ccncc3)s2)cc(OC)c1OC
EOS149,2,-6.572,CC(C)n1ccc2c(OCC(=O)Nc3ncc[nH]3)cccc21
EOS150,6,-7.303,O=C(Nc1ccc2c(c1)OCCCO2)N(CC1CC1)C[C@@H]1CCCN2CCCC[C@H]12
EOS151,6,-6.222,COc1cccc2c1ccn2CC(=O)Nc1ccc(OCCN(C)C)cc1
EOS152,1,-6.243,CSCC[C@@H](CO)NC(=O)Cn1ncc2ccccc2c1=O
EOS153,6,-7.724,O=C(CCC1NC(=O)c2ccccc2NC1=O)NCCn1cnc2cc(Cl)ccc21
EOS154,7,-5.667,Cn1ccc(NC(=O)CCNc2ncccn2)n1
EOS155,1,-7.502,O=C(Cn1ccc2ccccc21)Nc1ccc2c(c1)COC2=O
EOS156,2,-7.083,COc1cc2ncn(CC(=O)Nc3c(C)nn(C(C)C)c3C)c(=O)c2cc1OC
EOS157,1,-7.477,Cc1c(C(=O)Nc2cnn(C)c2)sc2nc[nH]c(=O)c12
EOS158,1,-7.042,COc1ccc2[nH]c(C(=O)N3C[C@@H]4C[C@H](C3)Cn3c4cccc3=O)cc2c1
EOS159,3,-7.071,COc1ccc2c(c1)cc(C(=O)N1C[C@@H]3C[C@H](C1)Cn1c3cccc1=O)n2C
EOS160,1,-7.048,COc1ccc(OC)c2c1cc(C(=O)N1CCN(c3ccccn3)CC1)n2C
EOS161,1,-8.699,O=C(CCc1nnc(O)[nH]c1=O)N1CCCCC1c1nc2ccccc2[nH]1
EOS162,3,-7.624,O=C1NC(CCC(=O)N2CCN(c3cnccn3)CC2)C(=O)Nc2ccccc21
EOS163,4,-7.476,O=C(NCCCC(=O)N1CCCCC1c1nc2ccccc2[nH]1)c1cnccn1
EOS164,8,-7.452,COc1cccc2c1ccn2CCCNC(=O)CC1NC(=O)c2ccccc2NC1=O
EOS165,9,-6.704,Cc1cc(=O)oc2c3c(cc(OCC(=O)N[C@@H](C)CO)c12)OC(C)(C)CC3
EOS166,5,-6.822,COCCn1ccc2c(C(=O)Nc3cc(C)nn3C3CCS(=O)(=O)C3)cccc21
EOS167,2,-7.379,COCc1n[nH]c(-c2ccc(NC(=O)CCN3C(=O)CC4(CCCC4)C3=O)cc2)n1
EOS168,1,-5.844,COc1ccc(OC)c2c1cc(C(=O)NC(C)C)n2C
EOS169,4,-7.483,COc1ccc(NC(=O)Cn2ccc3c(cnc4ccnn43)c2=O)c(OC)c1
EOS170,7,-6.529,Cn1c(=O)cc(C(=O)Nc2ccncc2)c2ccccc21
EOS171,7,-6.367,CC[C@@H](C)[C@@H](CO)NC(=O)Cc1nn(C(C)C)c(=O)c2ccccc12
EOS172,7,-6.841,Cc1nn(-c2ccccc2)c(C)c1CC(=O)Nc1ccccn1
EOS173,1,-7.264,COc1cc2ncn(CCC(=O)Nc3ccc(NC(C)=O)cc3)c(=O)c2cc1OC
EOS174,9,-7.398,O=C(CC1NC(=O)N(c2cccc3ccccc23)C1=O)NCc1ccccn1
EOS184,6,-6.006,CC(C)(C)C(=O)NCCc1csc(-c2cccnc2)n1
EOS185,6,-6.596,O=C(NCCc1csc(-c2cccnc2)n1)NC1CCCCC1
EOS186,8,-6.415,O=C(NCCc1csc(-c2ccncc2)n1)C1CCCCC1
EOS187,1,-7.175,CC(C)CNC(=O)C1CCN(C(=O)C2CC(=O)N(c3ccccc3)C2)CC1
EOS188,5,-7.644,O=C(NCc1ccccc1)C1CCN(C(=O)C2CC(=O)N(c3ccccc3)C2)CC1
EOS189,4,-7.92,CC(=O)Nc1ccc(NC(=O)C2CCN(C(=O)C3CC(=O)N(c4ccccc4)C3)CC2)cc1
EOS190,4,-7.12,COc1ccc(CCNC(=O)C2CCN(C(=O)C3CC(=O)N(c4ccccc4)C3)CC2)cc1
EOS191,4,-6.377,COc1ccccc1N1CCN(C2OC(=O)c3c2ccc(OC)c3OC)CC1
EOS192,7,-6.336,Cc1c(NC(=O)C2=C(c3ccccc3)S(=O)(=O)CCO2)c(=O)n(-c2ccccc2)n1C
EOS193,9,-6.377,COc1ccc(NC(=O)C2=C(c3ccccc3)S(=O)(=O)CCO2)c(OC)c1
EOS194,5,-6.819,COc1ccc(CCNC(=O)C2=C(c3ccccc3)S(=O)(=O)CCO2)cc1OC
EOS195,9,-6.566,O=C(Nc1cccc2cccnc12)C1=C(c2ccccc2)S(=O)(=O)CCO1
EOS196,8,-6.275,CN(Cc1ccccc1)C(=O)c1ccc(S(=O)(=O)C2CCS(=O)(=O)C2)cc1
EOS197,1,-7.398,CCN(CCc1ccncc1)C(=O)c1ccc(S(=O)(=O)C2CCS(=O)(=O)C2)cc1
EOS198,2,-7.894,O=C(c1ccc(S(=O)(=O)C2CCS(=O)(=O)C2)cc1)N1CCCc2ccccc21
EOS199,1,-7.254,COc1ccc(OC)c(NC(=O)c2ccc(S(=O)(=O)C3CCS(=O)(=O)C3)cc2)c1
EOS200,2,-7.807,O=C(Nc1ccc(F)c(F)c1)c1ccc(S(=O)(=O)C2CCS(=O)(=O)C2)cc1
EOS201,1,-7.573,O=C(NCCc1ccc(F)cc1)c1cccc(S(=O)(=O)C2CCS(=O)(=O)C2)c1
EOS202,7,-6.824,N#Cc1cccc(NC(=O)c2cccc(S(=O)(=O)C3CCS(=O)(=O)C3)c2)c1
EOS203,4,-6.844,CC(C)NC(=O)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F
EOS204,9,-6.331,CC(C)CNC(=O)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F
EOS205,7,-6.92,O=C(NCCC1=CCCCC1)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F
EOS206,8,-5.841,COCCCNC(=O)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F
EOS207,4,-6.96,O=C(NCc1ccco1)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F
EOS208,8,-7.31,O=C(NCc1ccc(F)cc1)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F
EOS209,7,-7.116,O=C(NCc1ccccn1)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F
EOS210,3,-7.355,O=C(NCc1cccnc1)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F
EOS211,6,-7.104,O=C(NCc1ccncc1)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F
EOS212,8,-6.896,O=C(NCCc1ccccc1)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F
EOS213,8,-6.89,COc1ccc(CCNC(=O)c2cc(S(=O)(=O)C3CCS(=O)(=O)C3)ccc2F)cc1
EOS214,9,-6.696,O=C(c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F)N1CCC2(CC1)OCCO2
EOS215,5,-6.58,CC(C)(C)NC(=O)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F
EOS216,7,-6.901,CN(C(=O)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F)c1ccccc1
EOS217,1,-7.223,CC(C)Oc1ccc(NC(=O)c2cc(S(=O)(=O)C3CCS(=O)(=O)C3)ccc2F)cc1
EOS218,1,-6.464,O=C(Nc1nccs1)C1=C(c2ccccc2)S(=O)(=O)CCO1
EOS219,4,-6.349,CC(=O)c1sc(NC(=O)C2=C(c3ccccc3)S(=O)(=O)CCO2)nc1C
EOS220,1,-7.309,O=c1oc2cc(O)ccc2c(O)c1-c1ccccc1
EOS221,1,-6.746,COc1ccccc1Oc1ccc(NC(=O)c2cccnc2)cn1
EOS222,2,-6.513,COc1ccccc1Oc1ccc(NC(=O)c2ccncc2)cn1
EOS223,2,-6.965,COc1ccc(C(=O)Nc2ccc3c(c2)N(C)C(=O)CO3)cc1OC
EOS224,1,-7.166,CN1C(=O)COc2ccc(NC(=O)CCc3ccccc3)cc21
EOS225,7,-6.773,O=C(NCCN1CCOCC1)c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F
EOS226,9,-7.495,O=C(c1cc(S(=O)(=O)C2CCS(=O)(=O)C2)ccc1F)N1CCc2ccccc21
EOS227,7,-6.407,COc1cccc(OC)c1C(=O)NCCc1ncc2ccccn12
EOS228,1,-7.614,O=C(NCCc1ncc2ccccn12)c1ccc(S(=O)(=O)N2CCCC2)cc1
EOS229,1,-7.906,O=C(NCCc1ncc2ccccn12)c1ccc(S(=O)(=O)N2CCCCC2)cc1
EOS230,1,-7.786,O=C(NCCc1ncc2ccccn12)c1ccc(S(=O)(=O)N2CCOCC2)cc1
EOS231,5,-6.816,O=C(NCCc1ncc2ccccn12)Nc1ccc(Cl)cc1
EOS232,1,-5.858,CN(Cc1ccccc1)C(=O)C1=C(c2ccccc2)S(=O)(=O)CCO1
EOS233,1,-6.106,Cc1ccsc1CN(CC1CCCO1)C(=O)C1=C(c2ccccc2)S(=O)(=O)CCO1
EOS234,3,-6.719,Clc1ccccc1-c1nnc(-c2ccncc2)o1
EOS235,1,-6.803,O=C(NC1CC1)c1cc2occc2n1Cc1ccccc1
EOS236,7,-5.339,N#CCSc1nc(S(=O)(=O)c2ccccc2)c(Cl)s1
EOS237,2,-8.081,CN(C)C(CNC(=O)C1=C(c2ccccc2)S(=O)(=O)CCO1)c1ccc(F)cc1.Cl
EOS238,1,-6.952,O=C(NCCO)c1cc2occc2n1Cc1ccccc1F
EOS239,4,-6.443,CC(C)C(=O)N1CCN(c2ccccc2NC(=O)c2cccnc2)CC1
EOS240,1,-7.028,CC(=O)c1ccc(NC(=O)c2cc3occc3n2C)cc1
EOS241,5,-6.17,COCCCN1COc2ccc3c(=O)c(Oc4ccccc4OC)coc3c2C1
EOS242,5,-7.313,Cl.Nc1ccc(C(=O)c2ccc3c(c2)OCCO3)cc1
EOS243,1,-6.923,Cc1cc(C)c2ccc(NC(=O)c3ccco3)nc2n1
EOS265,5,-7.5,O=C(CN1C(=O)c2cccnc2C1=O)Nc1cccc2ncccc12
EOS266,4,-6.645,COc1ccc(C(CNC(=O)C2=C(c3ccccc3)SCCO2)N(C)C)cc1.Cl
EOS267,4,-6.442,CCn1c(N2CCN(C(C)=O)CC2)nc2sc3c(c2c1=O)CCCC3
