EOS,Affinity,Smile
EOS918,-7.814,NS(=O)(=O)c1ccc(NC(=O)c2cccn(Cc3ccccc3F)c2=O)cc1
EOS919,-7.585,COc1ccc(NC(=O)c2ccc(=O)n(Cc3cccc(F)c3)c2)cc1OC
EOS920,-6.965,Cc1ccc(C(=O)Nc2nnc3n2CCCS3)cc1
EOS921,-7.268,Cc1nc(-c2ccc(N3CCN(C(=O)c4ccccc4)CC3)cc2)no1
EOS922,-8.694,O=c1ccc2cc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)ccc2[nH]1
EOS923,-6.141,CC(=O)N1CCCc2cc(S(=O)(=O)N(Cc3cccs3)C(C)C)ccc21
EOS924,-7.391,CCn1c(SCC(=O)Nc2nccs2)nc2c([nH]c3ccccc32)c1=O
EOS925,-6.284,COc1ccc(-n2ccnc2SCC(=O)Nc2nc(C)cs2)c(OC)c1
EOS926,-6.77,O=C(CSc1nccn1Cc1ccc2c(c1)OCO2)Nc1nccs1
EOS927,-7.743,Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1cc(=O)n(C)c(=O)n1C
EOS928,-6.567,CCOc1cc(C(=O)Nc2cc(=O)n(C)c(=O)n2C)cc(OCC)c1OCC
