ID, NRGDock Score,smiles,idnumber,Type
Z7753419122,-2513950.5,COC(=O)C1=CC2=NC(NC(=O)C3=CC=C(C4=CC=CC=C4C#N)C=C3)=NN2C=C1,Z7753419122,S
PV-007945365957,-2513573.75,O=C(NC1=CC=C(C2=NOC(C(F)(F)F)=C2)C=C1)C1=CC2=CC=CN=C2NC1=O,PV-007945365957,S
PV-009508648555,-2513323.0,CC1=NN(C2=CC=CC(NC(=O)NCC3=CC=C(C4=CNC(=O)C=C4)C=C3)=C2)C=C1,PV-009508648555,M
PV-009978095477,-2509975.5,COC1=CC=C2N=C(C3=CC=CC=C3)C=C(C(=O)N(C)C3=CC=CN(C)C3=O)C2=C1,PV-009978095477,S
PV-008379215047,-2509958.25,O=C(NC1=CN(C2=CC=C(C(F)(F)F)C=C2)N=C1)C1=NN(C2=CC=CN=C2)C=C1,PV-008379215047,S
Z7578913829,-2509849.5,CN(CC1=CC=CC=C1OCC1=CC=CC=C1)C(=O)C1=CC(=O)N2C=CC=CC2=N1,Z7578913829,M
PV-008046191398,-2509124.75,O=C(NC(C(=O)O)C1=CC=CC(C2=CC=NC=C2)=C1)C1=CC=CC2=NC(O)=CC=C12,PV-008046191398,S
PV-005557807793,-2508870.0,COC(=O)C1=CC=C2NC=C(C(=O)CN3C=C(C4=CC=C(F)C(F)=C4)C=N3)C2=C1,PV-005557807793,M
PV-008470863751,-2508785.75,O=C(NCC1=C(C2=CC=C(F)C=C2F)OC=N1)C1=NN(C2=CC=CC=C2)C=C1O,PV-008470863751,M
PV-007242321437,-2508598.25,CC1=CC=CC(C2=NC=CC(NC(=O)C3=CN(CC4=CC=CC=C4)C(=O)C=C3)=N2)=N1,PV-007242321437,S
PV-006796270337,-2508100.0,CC1=CC=C2N=C(C3=CC=CC=C3)C=C(C(=O)NCC3=C(O)C(O)=CC=N3)C2=C1,PV-006796270337,S
PV-006895883504,-2507585.0,CN1C(=O)C=CN(CC(=O)NC2=CC=CC=C2C2=CC=C3C=CC=CC3=C2)C1=O,PV-006895883504,S
PV-007309725951,-2507207.0,O=C(NC1=CN(CC2=CC=C(F)C=C2F)C(=O)C=C1)C1=CC=CC2=C1C(=O)NN2,PV-007309725951,S
PV-009064831947,-2507106.5,C=C1C2=CC=CC=C2C(=O)N1CC(=O)NC1=C(C#N)C(=O)N(C2=CC=CC=C2)C=C1,PV-009064831947,M
Z7605884527,-2503175.25,CN1C=C(C2=CC=CC(C(=O)NC3=CC=C(OC4=CC=CC=C4C#N)N=C3)=N2)C=N1,Z7605884527,M
PV-009640752848,-2503026.25,O=C(CC1=CC=C(OCC2=CC=C(F)C=C2)C=C1)NC1=NC=CC2=NC=NC=C12,PV-009640752848,S
Z7706462627,-2502572.5,O=C(C1=CC=C(F)C(F)=C1)C1=CC=CC=C1C(=O)N1CC2=CC(F)=CN=C2C1,Z7706462627,M
PV-008598520616,-2502005.75,CN(CC1=CC=C(C(=O)NC2=CN=C(C3=NC=CC=N3)N=C2)C=C1)C1=CC=CC=C1,PV-008598520616,S
Z7689830263,-2500092.0,O=C(NC1=CC(C2=CC=NC=C2)=CNC1=O)C1=CC=C(N2C=CN=C2)C(F)=C1,Z7689830263,S
Z7624338980,-2500002.75,CN(C(=O)C1=CC=C(N2C=NC3=CC=CC=C3C2=O)C=C1)C1=CN=CC(C#N)=C1,Z7624338980,S
PV-004897702415,-2499370.0,O=C(N[C@@H](CCO)C1=CC=C(C2=CC=CC=C2)C=C1)C1=C(F)N2C=CC=CC2=N1,PV-004897702415,M
Z7600000915,-2498749.75,O=C(CC1=CC=CC=C1OC1=CC=NC=C1)NCC1=CC=C(C2=NC=CN2)C=C1,Z7600000915,M
PV-006779710594,-2498257.0,O=C(NCC1=C(F)C=C(O)C=C1F)C1=CC=C(NC(=O)C2=CC=CC=C2)C=C1,PV-006779710594,S
PV-009186631868,-2496554.25,COC1=CC=CC2=C1OC=C2C(=O)NC1=C(C#N)C(=O)N(C2=CC=CC=C2)C=C1,PV-009186631868,M
Z7654500592,-2496454.25,CN1C=NN=C1C1=NC=CC=C1C(=O)NC1=CC=C(OC2=CC=CC=C2C#N)C=C1,Z7654500592,S
PV-006095842881,-2496063.0,O=C(NCC1=CC=CC(C2=CC=CO2)=C1)C1=CNC(=O)N(C2=CC=CC=C2)C1=O,PV-006095842881,S
PV-007719945015,-2492056.25,CSC1=CC=CC(C(O)C2=CC=CC(C3=CC=C4OC(=O)NC(=O)C4=C3)=C2)=C1,PV-007719945015,S
PV-004952867097,-2491243.25,O=C(NC1=CN(CC2=CC(F)=CC=C2)C(=O)C=C1)C1=CC=CC2=C1C=NNC2=O,PV-004952867097,M
PV-007344681859,-2490976.25,CC1=CC=C2C(O)=C(C(=O)NCCC3=CC=NC(OC4=CC=CC=C4)=C3)C=NC2=N1,PV-007344681859,M
PV-004872454408,-2488867.25,O=C(O)C1=CN=C2N=C(NC(=O)C3=CC(C4=CC=CC=N4)=CC(F)=C3)C=CC2=C1,PV-004872454408,M
Z7765146102,-2488410.75,CC1=CC=CN=C1OC1=CC=C(C(=O)NCCC2=CN(C3=CC=CC=C3)N=N2)C=C1,Z7765146102,S
Z1223980906,-2488179.75,N#CC1=CN(CCNC(=O)NCC2=CN(C3=CC=CC=C3)N=C2C2=CC=C(F)C=C2)N=C1,Z1223980906,M
PV-003544255406,-2488166.25,COC1=CC=C(C2=CC=NC=C2)C=C1C1=CC(=O)N(C2=CC=CC=C2)N=C1,PV-003544255406,S
PV-010031129370,-2487788.5,CC1=C(NC(=O)C2=CC=CC=C2C2=NN=C(C3=CC=C(F)C=C3)O2)NC(=O)C=C1,PV-010031129370,M
PV-006768439722,-2487709.75,CN1C=CC2=CC(NC(=O)C3=CC=C(C4=CC=CC=C4)NC3=O)=CC=C2C1=O,PV-006768439722,S
PV-009315819967,-2487454.25,CC1=CN2C=C(C(=O)NCC3=CC=C(NC(=O)C4=CC=CC=C4O)C=C3)C=CC2=N1,PV-009315819967,S
Z2199829817,-2486843.75,O=C(NCC(=O)N1CCC2=CC=CC=C2C1)NCC1=CC=C(C2=CC=CC=C2)C=C1F,Z2199829817,S
Z1334415795,-2767735.5,CC1=CNC(=O)N1C1=CC=CC(C(=O)NCC2=CC(OC3=CC=C(F)C(F)=C3)=CC=N2)=C1,Z1334415795,S
Z1334417060,-2751743.0,O=C(NCC1=CC(OC2=CC=C(F)C(F)=C2)=CC=N1)C1=NN(C2=CC=C(F)C=C2)N=C1,Z1334417060,M
Z1102250501,-2717247.0,CCOC1=CN(C2=CC=CC=C2)N=C1C(=O)N(CC(N)=O)CC1=CC=C(C2=CC=CC=C2)C=C1,Z1102250501,S
PV-007269210363,-2675290.5,O=C(NC1=CC=CC(NC(=O)C2=CN=C(O)C3=CN=CC=C23)=C1)C1=CC=C(F)C=C1,PV-007269210363,M
Z4984252114,-2652992.75,O=C(NCC1=CC(O)=CN=C1)C1=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=NNC1=O,Z4984252114,S
Z806834104,-2642664.75,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)CC(O)(C1=CC=CC=C1)C(F)(F)F,Z806834104,S
Z1172698307,-2637801.25,N#CC1=CC(CC2=CN=C(NC(=O)C3=NN(C4=CC(F)=CC=C4)C=CC3=O)S2)=CC=C1,Z1172698307,S
Z806833616,-2632465.25,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)C1=CC2=CC(F)=CC=C2N1,Z806833616,S
PV-008070788630,-2620537.75,CN(C(=O)C1=CC(=O)C2=C(C=CC=C2O)O1)C1=CC=CC(C(O)C2=CC=CC=C2)=C1,PV-008070788630,M
PV-009780094720,-2620289.5,O=C(NC1=NOC=C1C1=CC=C(F)C=C1F)C1=CC(=O)N(C2=CC=CC=C2)N=C1,PV-009780094720,M
PV-002468165402,-2613168.25,O=C(OCC1=NN(C2=CC=C(F)C=C2F)C=C1)C1=CC=CN=C1C1=CC=NC=C1,PV-002468165402,S
PV-009330939494,-2602777.75,CN1C=C(C2=CC=CC(C(=O)NC3=C(C#N)C(=O)N(C4=CC=CC=C4)C=C3)=C2)C=N1,PV-009330939494,M
PV-007334455250,-2601926.25,O=C(CC1=NN(C2=CC=C(F)C=C2)C=C1)NC1=CN(C2=C(F)C=CC=C2F)N=C1,PV-007334455250,M
Z7746844846,-2599553.75,NC(=O)C1=CC(NC(=O)C2=C(C3=CC=C(F)C(F)=C3)C=CO2)=NC2=CC=CC=C12,Z7746844846,M
PV-007453808793,-2594882.5,O=C(NCC1=NC=CC=C1C1=CC=CC=C1)C1=NN(C2=CC=CC(F)=C2)C=C1O,PV-007453808793,M
Z5444760153,-2594371.75,COC1=CC=C(C(=O)NC(C(=O)NC2=CC=C(C3=NNN=C3)C=C2)C2=CC=CC=C2)C=C1,Z5444760153,M
Z4493310579,-2590604.75,COC(=O)C1=CC([C@H](C)NC(=O)C2=CC=C(C3=CC=CC=C3C3=NNN=N3)C=C2)=CC=C1OC,Z4493310579,M
Z7694161172,-2583617.0,O=C(NC1=CC=C(OCC2=CN=CC=N2)C=C1)C1=CC(=O)N(C2=CC=CC=C2)N=C1,Z7694161172,M
PV-008432470269,-2583537.25,CN1C=CC2=CC(NC(=O)C3=CC(C4=CC=CC=C4F)=CN=C3O)=CC=C2C1=O,PV-008432470269,M
PV-008052835408,-2582933.0,CC1=CNC(=O)N1C1=CC=CC(C(=O)NCC2=CC=C(C3=CC=CN=C3)C(F)=C2)=C1,PV-008052835408,M
PV-008666878785,-2582235.25,O=C(OCC1=CC=C(C2=CC=C3OC(=O)NC(=O)C3=C2)C=C1)C1=CC=CC=C1O,PV-008666878785,S
Z5278940239,-2580385.25,COC1=CC=C(CC(NC(=O)C2=CC=C3C(=O)N(C)C(=O)NC3=C2)C2=CC=CC=C2)C=C1OC,Z5278940239,S
PV-008568608535,-2579769.75,O=C(NC1=CC=C(F)C(C2=CN(C3=C(F)C=CC=C3F)N=N2)=C1)C1=CC=NC=N1,PV-008568608535,M
Z1544021420,-2578582.75,O=C(NC(C(=O)NC1=CN(C2=NC=CC=C2Cl)N=C1)C1=CC=CC=C1)C1=CC=CC=C1,Z1544021420,S
PV-008926446962,-2578168.0,NC1=NN=CC(C2=CC=CC(C(=O)NCC3=CC=C(C4=CC=CC=N4)C(F)=C3)=C2)=N1,PV-008926446962,M
Z5278802481,-2577061.0,COC1=CC=CC(C(O)CN(CC2=CC=CC=C2)C(=O)C2=CC=C3C(=O)N(C)C(=O)NC3=C2)=C1,Z5278802481,S
PV-009662480198,-2574058.25,O=C(NC1=CC2=NN(C(F)F)C=C2C=C1)C1=CN(C2=CC=C(F)C=C2)C(=O)C=C1,PV-009662480198,M
PV-009791701528,-2571737.75,O=C(NC1=NN(C2=CC(F)=CC(F)=C2)C=N1)C1=CC=C(N2C=CC=C2)C(F)=C1,PV-009791701528,M
Z1481661788,-2570545.5,O=C(NC1=CC=C2C(=C1)C=NN2C(F)F)C1=CN(C2=CC=CC=C2F)C(=O)C=C1,Z1481661788,S
Z3290632082,-2566051.25,CC1=CC=CN2C(=O)C(C(=O)OCC3=COC(C4=CC=CC=C4C(F)(F)F)=N3)=CN=C12,Z3290632082,M
PV-004547330245,-2564448.0,O=C(NCC1=CC=CC2=NON=C12)C1=CC(F)=C(F)C=C1C(=O)C1=CC=CC=C1,PV-004547330245,M
Z7629188154,-2562292.25,CC1=CC2=CC(CNC(=O)C3=CC=C(O)C=C3C3=CC=CC=C3)=CC=C2NC1=O,Z7629188154,M
PV-007353668692,-2560834.25,COC1=CC=C(C(=O)C2=CC=CC=C2C(=O)NC2=CC(CO)=CC(F)=C2)C=C1F,PV-007353668692,M
PV-005543987365,-2558888.75,O=C(NCC1=CC=C(OC2=CC=CC=C2)C=N1)C1=CN(C2=CC(O)=CC=C2)N=C1,PV-005543987365,M
Z1280730742,-2558506.5,O=C(NC1=CC=C(OC2=CC=CC=C2)N=C1)C1=NN(C2=CC=CC=C2)C=C1O,Z1280730742,M
Z1952780980,-2558262.75,O=C(NCC1=CC=CC=C1OC1=CC=CC=N1)C1=CC(F)=CC=C1N1C=CC=N1,Z1952780980,S
PV-008787871459,-2557268.0,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)C1=COC2=CC=C(O)C=C12,PV-008787871459,S
PV-008771276300,-2556882.25,CC(NC(=O)C1=CC=C(N2C=CC3=CC=CC=C32)C=C1)C1=CC=C(O)C(C(N)=O)=C1,PV-008771276300,M
PV-009864768734,-2554974.75,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)C1=CN2C=CC(F)=CC2=N1,PV-009864768734,S
Z1348145683,-2551586.75,CC1=C(C2=CC=CC=C2)C=C(C(=O)NCC2=NOC(C3=CC=C(F)C=C3)=N2)C(=O)N1,Z1348145683,S
Z1148279846,-2549476.75,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)CC1=CC=CC(OC(F)F)=C1,Z1148279846,S
PV-009166046513,-2542680.25,O=C(NC1=CC(=O)NC2=CC=NC=C12)C1=CC=C(C2=CC=CC=C2)C(F)=C1,PV-009166046513,M
Z1747758904,-2541905.25,CC1=NC2=CC=CC=C2N(CCNC(=O)C2=CC=CC(N3N=CC=C3C(F)(F)F)=C2)C1=O,Z1747758904,S
PV-005771469738,-2540517.5,O=C(NC1=CC=C(OC2=CC=C(CO)C=C2)C=C1)C1=CC=C2C=CN=C(O)C2=N1,PV-005771469738,S
Z2229816412,-2539724.25,CN(CC(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)C1=CC=NC(C2=NNC=C2)=C1,Z2229816412,S
PV-007767815843,-2538628.5,CN1C(CC2=CC=CC=C2)=CN=C1C(=O)NC1=NN(C2=C(C#N)C(F)=CC=C2)C=C1,PV-007767815843,M
PV-007629806108,-2537062.0,COC1=CC(C2=CC=CC=N2)=CC=C1NC(=O)CNC(=O)C1=CC2=CC=CC=C2N1,PV-007629806108,M
PV-007166283421,-2536063.0,O=C(NCC1=NC=CC=C1C1=CC=C(F)C=C1)C(C1=CC=CC=C1)N1C=CC=N1,PV-007166283421,M
Z3824422011,-2535914.0,N[C@@H](CC1=CC=CC(NC(=O)C2=C3N=C(C4=CC=CC=C4)C=C(C(F)F)N3N=C2)=C1)C(=O)O,Z3824422011,M
Z1841298560,-2532873.5,COC1=CC=C(CCNC(=O)C2=NC=CC=C2OCC2=CC=NC=C2)C2=CC=CC=C12,Z1841298560,S
PV-004966005891,-2532790.5,COC(=O)C1=NC(NC(=O)C2=CN(C3=CC(F)=CC=C3)N=C2)=CC2=CC=CC=C12,PV-004966005891,S
PV-008035545675,-2532208.5,CC1=NC(O)=C2C=C(NC(=O)C3=CC(C4=C(F)C=C(F)C=C4F)=NO3)C=CC2=N1,PV-008035545675,S
Z1347931716,-2531438.5,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)CCC1=NC2=C(F)C=CC=C2N1,Z1347931716,M
PV-007243283875,-2529642.25,CC1=CC=CC=C1CNC1=CC=C(C(=O)NCC2=CC=C3C=CC(=O)NC3=N2)C=C1,PV-007243283875,M
Z7703376618,-2529131.5,O=C(CNC(=O)C1=CC=CC=N1)NC1=CC=C2N=CN(C3=CC=CC=C3)C(=O)C2=C1,Z7703376618,S
PV-008100195389,-2528375.25,N#CCC1=CC=C(OC2=CC=C(NC(=O)C3=CC=C(C4=NNC=N4)N=C3)C=C2)C=C1,PV-008100195389,M
Z1575837386,-2528246.25,CC(=O)C1=CC=CC(OCC2=CC(C(=O)NCC3=NOC(C4=CC=C(F)C=C4)=N3)=NO2)=C1,Z1575837386,S
Z2045014093,-2527501.0,N#CC1=CC=C(OC2=CC(C(=O)NC3CCN(C(=O)CC4=CC=CC=C4)C3)=CC=C2)C=C1,Z2045014093,S
PV-007165573461,-2526744.25,CN1N=C(C2=CC=C(C#N)C=C2)C=C1C(=O)NC1=NN(C2=CC=C(F)C=C2)C=C1,PV-007165573461,M
Z7794876721,-2525221.25,NC(=O)C1=CC(NC(=O)C2=NOC=C2C2=CC=C(F)C=C2F)=NC2=CC=CC=C12,Z7794876721,M
PV-005618621053,-2523502.0,COC1=CC=CC=C1C1=CC=C(C(=O)NCC2=CNC3=CC=C(F)C=C23)C(=O)N1,PV-005618621053,S
PV-007161861504,-2522931.25,COC(=O)C1=CC=C2N=C(C(=O)NC3=NN(C4=CC=C(F)C=C4)C=C3)C=CC2=C1,PV-007161861504,S
PV-009094163331,-2522618.5,COC(=O)C1=CC=NC(O)=C1NC(=O)C1=CC=C(N2C=CC3=CC=CC=C32)C=C1,PV-009094163331,M
PV-009100700320,-2522173.0,COC(=O)C1=CC=CC2=C(CNC(=O)C3=CN=C(C4=CC=CC=N4)N=C3)C=CC=C12,PV-009100700320,M
PV-007345176130,-2520894.0,O=C(NC(CC1=CC=CC=C1)C(O)C1=CC=CC=C1)C1=CC=C2C=CN=C(O)C2=N1,PV-007345176130,M
PV-006392762879,-2520834.5,NC1=CC(C(=O)NC2=CC(NC(=O)C3=CC4=CC=CC=C4N3)=CC=C2)=NC=C1F,PV-006392762879,M
PV-008555020812,-2519860.0,O=C(NCC1=CN=C(C2=CC=CC=C2)C=N1)C1=CN2C=C(C(F)(F)F)N=C2C=C1,PV-008555020812,M
PV-009410494969,-2519011.0,O=C(NC1=CC=C(C2=CC(F)=CC=C2)C=C1)NC1=CC=C2C(=O)NC(=O)NC2=N1,PV-009410494969,M
PV-006063283760,-2516603.75,O=C(O)C1=CN(C2=CC=CC(C3=CC(CN4C=CN=C4)=CC(F)=C3)=C2)C(=O)C=C1,PV-006063283760,S
Z2191312650,-2516492.5,CN1N=CC2=CC=C(CNC(=O)NCC3=CC(OC4=CC=C(F)C(F)=C4)=CC=N3)C=C21,Z2191312650,M
PV-007908110878,-2516365.5,COC(=O)CC1=CC=C(F)C=C1C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,PV-007908110878,S
PV-008648096504,-2516193.25,O=C(OCC1=CC(CC2=CC=CC=C2)=NO1)C1=CC=C(C2=NNC(=O)C=C2)C=C1,PV-008648096504,M
PV-008649251673,-2514844.25,O=C(NCC1=CC=C(N2C=CN=C2)C=N1)C1=CC(C2=CC=CC=C2F)=CN=C1O,PV-008649251673,M
