ID, NRGDock Score
Z7672538670,-2701186.0
Z1672978519,-2700861.0
PV-008913126811,-2700758.5
Z2111594280,-2700557.5
Z1334417533,-2700265.0
Z7610329323,-2700230.75
PV-008066409455,-2700188.0
Z806835110,-2700187.75
Z899477724,-2700185.75
Z1972080100,-2699143.5
PV-007303988820,-2698986.0
PV-007177872755,-2698661.25
Z7580285443,-2698209.0
Z7663070363,-2698016.5
PV-007933403249,-2698000.0
PV-009314025122,-2697926.5
PV-006698423664,-2697708.5
PV-007842603801,-2697298.75
Z1737851271,-2696902.0
PV-009781066435,-2696594.25
PV-007198886065,-2696573.25
Z1334417688,-2696439.75
PV-008917214652,-2695946.25
PV-008818278281,-2695703.5
Z1625437113,-2695491.25
PV-010073044037,-2695194.0
PV-008451564669,-2695066.0
Z811250846,-2694718.5
Z1443005937,-2694559.75
PV-008002047294,-2694525.75
PV-004443398097,-2694222.5
Z1161337084,-2693441.5
PV-009296795031,-2693079.25
PV-009467005654,-2692996.0
Z5278881468,-2692701.75
PV-008436304509,-2692532.75
Z1313392259,-2692183.5
PV-007554881937,-2692073.25
Z5278776686,-2691991.25
Z1544470767,-2691247.0
PV-007804434746,-2690932.25
Z7575723245,-2690279.0
Z7586496161,-2690112.25
PV-007602155397,-2689881.25
PV-007403926305,-2689782.0
PV-005987157256,-2689741.25
Z1178039512,-2689658.0
Z5278828856,-2689569.75
PV-009673753335,-2689046.75
PV-010088474525,-2688452.75
Z1423376474,-2688398.5
Z1674760827,-2688363.25
Z1632932715,-2688329.75
Z7147354233,-2688319.25
Z1929582431,-2687819.5
PV-009611316286,-2687702.25
Z1359895364,-2687689.25
PV-008083518225,-2687560.5
Z1950526162,-2687487.5
Z2162366780,-2687281.5
PV-007687799211,-2686430.75
Z1733405540,-2686343.75
Z7706054547,-2686074.5
Z2067987280,-2685459.25
PV-009100639214,-2685370.75
PV-007282668726,-2685222.25
PV-006872913128,-2684659.25
PV-006127463308,-2684653.25
PV-008777049855,-2684615.75
PV-008423774893,-2684409.5
PV-009712383170,-2683184.5
Z1411384423,-2682863.25
PV-008005805600,-2682734.25
PV-007381445243,-2682708.75
PV-009826026978,-2682694.75
PV-009155173407,-2682618.75
PV-009798445455,-2681972.5
PV-007907619988,-2681392.0
Z7655795545,-2681287.75
Z1552602045,-2681268.5
PV-009852222911,-2681256.25
PV-009095209225,-2681202.5
PV-007250458083,-2681004.0
Z806832902,-2680925.25
PV-008319800024,-2680720.75
PV-009520987795,-2680615.5
PV-004661349770,-2680327.75
PV-008386661241,-2680302.75
Z806834104,-2680219.0
PV-007269210363,-2680124.0
PV-008056923325,-2680049.5
Z1728599106,-2679740.75
PV-007529311410,-2679625.5
Z1585059812,-2679586.0
Z1319526524,-2679545.5
PV-009617078708,-2679306.0
Z5017224761,-2679215.0
Z5518278196,-2679043.75
PV-007507426752,-2678661.75
PV-007071665658,-2678491.75
PV-007391524939,-2678437.25
PV-006720561532,-2677550.5
Z1551187346,-2677257.5
Z7624341255,-2677186.75
PV-009713832800,-2677090.25
PV-008214645254,-2677050.25
Z5278775756,-2676938.75
PV-009168626225,-2676424.75
Z747781460,-2675970.0
Z806832928,-2675905.5
Z4984216987,-2675903.25
PV-007481341970,-2675425.5
PV-008519160470,-2675320.0
PV-007219625157,-2675056.5
PV-009452087862,-2674931.0
Z1898017609,-2674915.5
Z5278889478,-2674902.5
Z806834566,-2674859.0
PV-007993972813,-2674548.25
PV-005094322293,-2674111.0
Z7736713449,-2673890.25
Z7755455016,-2673755.0
PV-005742999351,-2673484.25
PV-010019785595,-2672977.75
PV-007221271348,-2672770.25
PV-007748382040,-2672654.75
PV-010037162429,-2672510.5
PV-007521307599,-2672507.75
PV-008199243516,-2672257.25
Z7662505542,-2672206.5
PV-009235707937,-2672163.0
PV-009990457866,-2671932.25
PV-009493602979,-2671308.75
Z1667837824,-2671082.75
Z1482471781,-2670616.25
PV-005211637034,-2670583.5
PV-007990109447,-2670262.25
PV-006774011770,-2669687.0
Z4984243187,-2669135.0
Z7662187155,-2669100.0
Z1625673635,-2668282.25
PV-007643314301,-2668146.0
PV-008602663853,-2667966.0
PV-008046102206,-2667436.5
PV-008834576938,-2667107.75
PV-008874501304,-2667097.75
PV-006787285989,-2666974.75
PV-008632489742,-2666203.75
Z851248870,-2665971.25
PV-007200974710,-2665850.0
PV-008070788630,-2665837.25
Z5278863681,-2665630.25
PV-004381097075,-2664843.75
Z2067987267,-2664640.75
PV-009522021519,-2664276.75
Z4984249583,-2664134.0
Z1563349335,-2663596.25
Z1173342875,-2662766.25
PV-008851156817,-2662611.5
Z1926996499,-2662454.75
PV-005900709180,-2662400.5
PV-008654026365,-2662047.25
Z1867447876,-2662010.25
Z5278797720,-2661762.0
PV-007246375801,-2661582.5
PV-008020295000,-2661169.75
Z1334417353,-2660763.25
Z1623160286,-2659797.75
Z1603658450,-2659711.5
Z5278959677,-2659456.0
Z806834262,-2658880.0
Z1729876042,-2658829.25
PV-009257085943,-2658647.75
PV-004767019627,-2658072.25
Z806832808,-2658058.75
Z2229433650,-2658023.0
Z1398204646,-2657854.25
PV-005011208058,-2657703.75
PV-007487146127,-2657697.5
Z1731579588,-2657683.25
Z1334416026,-2657516.0
PV-008099024258,-2657488.75
Z811247842,-2656673.25
Z2220894545,-2656379.25
Z806836326,-2656247.0
PV-008896286584,-2656232.75
PV-009457911893,-2656211.75
Z5278825976,-2656128.25
PV-006566554480,-2655844.25
Z4984252114,-2655684.5
Z1335425444,-2655030.75
PV-008087415794,-2654765.25
PV-004877842150,-2654616.0
Z7629125597,-2654596.25
Z1549778474,-2654516.0
Z5016190940,-2654488.25
Z7740397173,-2654457.0
Z2204403035,-2653705.75
PV-008643096198,-2653598.5
PV-008647894878,-2653039.5
Z1972080094,-2652872.5
PV-009034716325,-2652842.25
Z1273656110,-2652783.5
PV-008641826874,-2652576.0
Z5278915829,-2652448.25
Z1334417458,-2652353.0
PV-005308121562,-2652063.0
Z1487202570,-2651771.75
PV-009807935714,-2651399.0
Z7775813870,-2651184.0
Z1981784745,-2651088.5
Z851249244,-2650798.5
Z1334416176,-2650757.75
Z4984238159,-2650748.75
Z393105418,-2650637.5
PV-009910998403,-2650197.25
PV-008902746285,-2650117.5
Z7600122491,-2649727.0
PV-007400629070,-2649260.0
PV-007772660997,-2649126.5
Z1128378306,-2649000.75
PV-007788152273,-2648839.0
Z1302859789,-2648711.0
PV-007715289087,-2648653.0
PV-009850185103,-2648487.25
PV-004244946814,-2648269.25
PV-009778402792,-2648067.25
PV-006550804828,-2647867.25
Z1335922755,-2647805.25
PV-009729023476,-2647739.5
Z1487205666,-2647728.75
Z1251086868,-2647340.5
Z806833738,-2647333.0
Z4984219105,-2647252.0
PV-007800150852,-2646961.25
Z1921935568,-2646685.5
Z1246203229,-2646518.25
Z1839573520,-2646452.25
Z5278925759,-2646418.5
PV-007465169464,-2646332.75
Z5278861538,-2646084.5
PV-008624002670,-2646083.75
Z1896018277,-2646048.25
PV-005010288113,-2645946.75
PV-008481903220,-2645874.25
Z1784225646,-2645670.25
Z1534153795,-2645377.0
PV-008432629282,-2645217.0
PV-008321782489,-2645086.75
Z811251216,-2644751.25
Z2184203798,-2644505.0
PV-008437343050,-2644484.75
Z5278940239,-2644434.75
Z1334416641,-2644375.5
PV-008162655372,-2644346.0
PV-007950090693,-2644169.0
Z3663532443,-2644129.75
PV-008772129476,-2644011.25
Z1335423040,-2643946.25
Z1161337194,-2643789.75
Z1334417198,-2643779.5
Z5278813101,-2643542.25
PV-007292092184,-2642878.0
PV-009141771823,-2642779.5
Z1952795242,-2642633.75
Z1103654156,-2642506.25
PV-007666259491,-2642423.5
PV-006527286186,-2642346.0
PV-009744178077,-2642254.75
PV-009537189748,-2642177.75
Z1767688573,-2642015.5
PV-008984831396,-2641948.75
Z1554867588,-2641866.5
PV-008554156867,-2641790.5
PV-007083163583,-2641704.25
PV-008260570788,-2641358.75
PV-002468165402,-2641355.75
PV-007801349591,-2641300.0
PV-007078518779,-2641266.75
PV-006950024602,-2641165.5
PV-005901796349,-2640946.75
Z1841344508,-2640462.25
PV-008819536456,-2640424.0
PV-008655727161,-2640221.75
Z7578914880,-2640067.0
Z7599920205,-2639886.0
Z1680406281,-2639865.0
Z1534152718,-2639857.25
PV-004197748340,-2639568.75
PV-004458992161,-2639510.25
PV-008674979022,-2639019.0
Z5278815512,-2638551.75
Z1534157595,-2638421.0
Z806834056,-2638254.0
PV-009820141573,-2638117.0
Z852207650,-2638019.75
Z7580278118,-2637625.0
Z1313188324,-2637602.0
Z4323401800,-2637598.5
Z1974055709,-2637538.5
PV-008609238722,-2637515.5
Z1585025438,-2637485.5
Z1929582490,-2637458.75
Z1585034102,-2637429.25
PV-007655234233,-2637385.75
Z7670195084,-2637069.75
Z1442211997,-2637021.75
Z1334417905,-2637002.25
Z1389764083,-2636860.0
Z1841296797,-2636716.25
PV-007297105144,-2636707.0
Z1585032056,-2636652.75
PV-009819372139,-2636500.75
Z1625520493,-2636416.5
PV-005433504658,-2636391.5
PV-009470604806,-2636292.0
PV-004991610145,-2635932.75
Z2229435024,-2635826.5
PV-008101604010,-2635683.75
Z1929584479,-2635577.0
PV-009634688915,-2635525.25
PV-008814591700,-2635466.0
Z5278863687,-2635432.5
Z1929577786,-2635200.75
PV-005069990822,-2635191.0
Z1996697296,-2635148.75
PV-008729665545,-2635101.25
Z7746844846,-2635002.75
PV-008365530873,-2634996.75
PV-002511334554,-2634993.5
PV-009674411842,-2634979.25
Z1173341679,-2634952.25
PV-008087990274,-2634851.25
PV-007602282330,-2634675.0
PV-008405185800,-2634618.5
Z7740384871,-2634491.5
Z1539777174,-2634453.5
Z1161336926,-2634397.0
Z806833616,-2634380.5
Z7629125207,-2634313.75
PV-005731835024,-2634178.25
Z1765919115,-2633866.25
PV-005693174925,-2633824.0
Z1674759254,-2633789.5
PV-004459557270,-2633733.25
Z1314682623,-2633646.25
Z1360492018,-2633572.25
Z5016190981,-2633314.75
Z1161338782,-2633198.25
Z1175567662,-2633108.75
Z7578900166,-2632704.5
Z805526924,-2632590.0
Z1225197830,-2632413.0
Z5278778246,-2632357.0
Z3484557091,-2632135.0
PV-009497629788,-2632021.5
PV-008566137681,-2631510.75
PV-009445562280,-2631448.5
Z1537536892,-2631380.25
PV-008160054693,-2631366.0
PV-009984209487,-2631302.0
Z1490441431,-2631164.75
PV-008668138689,-2631076.5
PV-009687421655,-2631013.0
PV-008496601521,-2631001.0
PV-008638713852,-2630914.25
PV-009335036499,-2630570.0
PV-004619568937,-2630484.5
PV-006873450618,-2630454.0
PV-007198342380,-2630451.5
PV-005368248271,-2630375.5
PV-006412326129,-2630344.5
PV-009462420641,-2630267.0
PV-009908844318,-2629985.25
PV-007961865208,-2629975.25
Z2195050870,-2629857.5
PV-005209488830,-2629806.0
PV-005669452430,-2629734.0
Z5016190309,-2629618.25
PV-007828159608,-2629546.0
PV-008848277574,-2629453.75
PV-006594234222,-2629415.75
Z4324243433,-2629415.5
Z1487205467,-2629393.0
PV-008539285498,-2629145.75
PV-007622530643,-2629054.75
PV-005228146608,-2629015.25
PV-007611162158,-2628978.25
PV-007889433269,-2628781.25
PV-006686408934,-2628718.75
Z1781662508,-2628583.5
Z1545263778,-2628434.0
PV-008363184916,-2628020.0
Z7740381225,-2628015.5
PV-004292261992,-2627749.25
PV-009649710146,-2627574.75
Z1874312383,-2627509.5
Z1334417483,-2627439.5
Z1952374915,-2627311.75
PV-008687936906,-2627272.75
PV-008807706158,-2627252.75
PV-008738179684,-2627251.25
Z7693897789,-2627145.0
PV-008163652689,-2627119.5
Z5278939972,-2627051.25
Z4323401808,-2626886.25
Z1489528766,-2626771.75
PV-009453616517,-2626758.75
Z4493385344,-2626740.5
PV-010022807223,-2626695.0
PV-008599872750,-2626527.5
PV-008066901391,-2626293.0
Z1538084271,-2626165.0
Z7575728510,-2625933.75
Z1585031917,-2625899.25
Z1984487345,-2625867.0
PV-008727931428,-2625812.5
Z1423373689,-2625684.25
Z232138766,-2625669.5
PV-009366965633,-2625625.25
PV-007474702138,-2625592.5
PV-008884062299,-2625576.75
Z1334416595,-2625531.0
Z1972473352,-2625388.75
PV-004183513580,-2625337.25
Z1335796383,-2625301.75
PV-008434869366,-2625267.25
PV-008666878785,-2625224.75
PV-006010299855,-2625098.0
PV-008316081646,-2624902.0
PV-008712061352,-2624898.75
Z806836104,-2624845.5
Z857988134,-2624811.25
PV-009799414724,-2624778.0
PV-009582941041,-2624739.25
Z7740393718,-2624703.5
Z5278854651,-2624581.0
PV-009519104022,-2624531.25
Z5278777611,-2624495.75
PV-008432470269,-2624478.5
PV-009931697581,-2624452.5
PV-007422655251,-2624416.0
Z930957994,-2624332.75
PV-007184621017,-2624247.25
Z4493310579,-2623987.0
PV-008674846147,-2623936.75
Z5278835392,-2623854.5
Z1952374938,-2623842.75
Z1618996341,-2623774.75
Z5278802481,-2623750.5
PV-009151446981,-2623743.25
PV-005758684834,-2623728.25
PV-009405671604,-2623620.75
Z1174678898,-2623533.25
PV-007504121620,-2623448.5
PV-005244387424,-2623406.0
Z1319440682,-2623390.25
Z811247406,-2623328.75
Z1547717901,-2623248.0
PV-009590109508,-2623077.5
PV-005999451663,-2622962.0
Z7722601401,-2622894.5
PV-004240409125,-2622825.75
PV-009138292803,-2622812.0
PV-007492472663,-2622797.75
PV-008209311567,-2622752.25
Z7656784464,-2622733.5
PV-007683151624,-2622580.0
PV-008304446239,-2622565.0
PV-007352453570,-2622558.5
PV-006470194991,-2622441.0
PV-004718382035,-2622395.25
PV-007728287944,-2622380.5
PV-007145546278,-2622362.25
PV-009780094720,-2622340.25
Z7672534710,-2622253.0
PV-009832192600,-2622141.75
PV-007004528375,-2622113.0
PV-006757493935,-2622069.25
PV-006184701912,-2622052.0
Z1585036916,-2622049.0
PV-005740836624,-2622004.25
PV-007287912478,-2621996.0
PV-009621351835,-2621926.75
PV-008165152248,-2621792.5
PV-009899970855,-2621674.5
PV-004665992396,-2621512.75
Z7594815062,-2621142.0
PV-009457409565,-2621131.5
PV-005677048847,-2621127.0
Z1703701534,-2620944.5
Z7794852009,-2620834.0
PV-004895244358,-2620778.75
Z1246203257,-2620748.75
Z1335709998,-2620728.0
PV-008492256245,-2620683.0
PV-004179030588,-2620602.25
Z7663592394,-2620512.25
PV-006379435465,-2620444.5
PV-006653925122,-2620355.25
PV-007476323971,-2620300.25
PV-008107751398,-2620150.25
PV-005856175865,-2620044.75
Z1411387722,-2619982.5
PV-002136402071,-2619929.0
PV-008012749735,-2619888.25
PV-004784845683,-2619863.0
PV-006969911475,-2619860.5
PV-005474100299,-2619852.0
Z7599911533,-2619793.25
PV-004935122834,-2619765.0
Z1566697547,-2619749.0
Z1585306750,-2619706.75
Z1585057659,-2619678.5
PV-006361865276,-2619676.25
PV-009333100714,-2619663.25
PV-004640468518,-2619636.5
Z1071038430,-2619418.25
PV-007805743080,-2619217.25
PV-006379321026,-2619194.0
PV-005419054482,-2619148.0
Z1334417159,-2618934.25
Z2218886758,-2618908.25
PV-007363795216,-2618855.75
Z7689832581,-2618763.0
PV-009843441128,-2618698.25
PV-007648829646,-2618583.75
Z7731295363,-2618521.0
PV-008817508789,-2618413.25
PV-008937075155,-2618267.75
PV-005655726994,-2618238.0
Z7739655914,-2618194.0
PV-006648809719,-2618169.5
PV-006600424628,-2618116.0
Z2121777424,-2618044.75
PV-008223216918,-2617796.0
PV-007897124717,-2617753.75
Z1488296387,-2617736.25
PV-008018109157,-2617731.5
Z1174677460,-2617427.0
Z7657383209,-2617116.75
PV-007655622659,-2617059.5
PV-007919830255,-2617021.5
Z4493378982,-2617006.25
PV-004874624955,-2616991.0
PV-005195693241,-2616938.25
PV-004932079549,-2616931.75
PV-007097254955,-2616904.75
PV-008530874841,-2616896.5
Z7599835436,-2616710.75
Z5278798649,-2616682.25
PV-008881303494,-2616650.5
PV-004196778251,-2616642.75
PV-006127063494,-2616622.0
PV-005253976359,-2616611.25
PV-005915284253,-2616365.75
Z7694161779,-2616218.25
Z2005150880,-2616205.25
PV-008930866383,-2616181.25
PV-004234181992,-2615930.5
PV-007384309022,-2615882.75
Z7580288270,-2615767.75
Z604006284,-2615697.75
Z1932514772,-2615665.0
PV-005036893454,-2615609.0
Z1335422610,-2615552.0
PV-009059740871,-2615506.75
PV-007895129267,-2615458.75
Z2215227744,-2615398.75
Z1585031551,-2615343.75
PV-008011889299,-2615092.5
Z1313274139,-2615077.75
PV-006974931969,-2615052.0
Z851241560,-2614919.75
PV-004483922933,-2614898.25
PV-005546823314,-2614851.75
PV-009582715695,-2614760.25
Z1318765620,-2614696.75
Z2207745512,-2614615.75
PV-007071806940,-2614466.25
PV-009827326189,-2614424.25
PV-008398695825,-2614343.25
PV-005792602211,-2614073.5
PV-009064092566,-2614009.25
Z1902509102,-2613938.0
Z5278843492,-2613909.5
PV-008982309329,-2613907.75
PV-008811460825,-2613861.25
PV-009887525193,-2613812.25
Z1410459698,-2613633.25
PV-009451825853,-2613580.5
PV-008052835408,-2613496.0
PV-008353257466,-2613460.5
PV-007981755893,-2613447.25
PV-008722872832,-2613224.0
PV-008727245819,-2613177.75
PV-005780603010,-2613174.0
PV-006739522937,-2613157.25
PV-002473109219,-2613045.75
PV-007628438499,-2612867.25
PV-008502060045,-2612867.25
PV-008055803015,-2612849.5
PV-009166970259,-2612775.0
Z5444760153,-2612773.0
PV-005655248110,-2612717.75
PV-006570012438,-2612716.0
PV-005272195682,-2612675.5
PV-005934905955,-2612646.0
PV-006260107193,-2612578.75
PV-009440039769,-2612362.75
PV-006942709157,-2612318.25
PV-006030138285,-2612302.25
PV-007619379360,-2612284.75
Z1490443263,-2612259.0
Z5017225339,-2612152.75
Z1850770518,-2612107.0
PV-006716439060,-2612087.75
PV-007588590031,-2612063.0
Z2213470470,-2612046.5
Z2074003164,-2611953.5
Z1544021420,-2611841.25
PV-009890202749,-2611763.25
PV-007841452936,-2611739.75
Z809432534,-2611730.0
Z7611368013,-2611728.0
Z3824427441,-2611714.75
PV-008372832722,-2611591.75
PV-002396849397,-2611431.25
Z1595041244,-2611414.25
Z1658622706,-2611364.75
PV-007734205110,-2611226.5
Z1335924998,-2611205.0
PV-009325903532,-2611184.75
PV-008391318067,-2611176.5
PV-008066659855,-2611142.5
Z4493321649,-2611075.5
Z1442212459,-2611046.75
PV-007762971180,-2611024.0
PV-004961890675,-2610979.75
Z2213058943,-2610837.25
Z6477764707,-2610575.0
Z1239192862,-2610453.75
PV-008057265259,-2610384.75
PV-008092366434,-2610346.25
PV-008522744066,-2610341.25
Z1411387757,-2610300.0
PV-007797495032,-2610231.25
PV-006734267743,-2610185.5
PV-004644251331,-2610162.0
Z1161773016,-2610153.25
PV-004219421965,-2610084.75
PV-007769111489,-2610083.5
PV-008723300820,-2609974.0
PV-008495298657,-2609929.25
PV-009236032001,-2609918.25
PV-009455636512,-2609894.25
PV-006914203867,-2609781.5
PV-009807071205,-2609732.25
PV-009452776798,-2609715.75
Z5016949494,-2609620.25
PV-004662635852,-2609545.5
PV-007064036359,-2609272.0
PV-008704546765,-2609254.25
PV-009283795259,-2609194.5
Z1784220638,-2609123.0
PV-009065584750,-2609078.5
PV-007433561077,-2609058.75
Z1585055499,-2608883.75
PV-006885420874,-2608861.25
PV-010011622761,-2608613.5
PV-009581355834,-2608602.25
PV-007368461378,-2608515.5
PV-009438496563,-2608500.25
PV-002325629031,-2608414.5
PV-007312851282,-2608411.25
Z1921895110,-2608398.25
Z1520132440,-2608390.5
PV-009148186002,-2608308.25
PV-007999870604,-2608196.75
Z5010474113,-2608195.75
Z1442203410,-2608184.0
PV-004615108629,-2608123.25
Z806833318,-2608056.0
PV-007288071588,-2608000.75
PV-007517740630,-2607998.0
PV-009330378814,-2607969.0
PV-005558830203,-2607930.5
PV-005283086604,-2607814.25
PV-006034264514,-2607756.25
PV-008530249277,-2607674.5
Z1225027727,-2607627.25
PV-009247686469,-2607591.0
Z1784220983,-2607425.0
PV-009989402938,-2607410.25
Z1738874490,-2607299.75
PV-007426696455,-2607199.75
Z1510121615,-2607077.5
PV-008105381271,-2606901.5
PV-008193338632,-2606886.5
PV-006824770378,-2606828.0
PV-008435312049,-2606816.5
Z1313392273,-2606763.5
Z1952452114,-2606725.75
Z1161337987,-2606702.25
PV-008177200984,-2606646.5
Z4493367384,-2606643.75
Z2113143720,-2606610.0
Z3290609899,-2606445.75
PV-009726736562,-2606405.0
PV-009210005691,-2606308.5
PV-008231194080,-2606235.75
Z828412772,-2606150.25
PV-008259638405,-2606134.75
PV-007491325525,-2606076.5
PV-007389674650,-2606058.5
Z5278775666,-2606011.75
Z851240064,-2605902.25
PV-007731934125,-2605874.0
PV-004936374819,-2605856.5
PV-008294398682,-2605713.0
PV-008005244902,-2605660.0
PV-005129798823,-2605615.25
Z1896026329,-2605354.5
PV-009296954119,-2605333.25
PV-006898136638,-2605254.0
Z3290632082,-2605246.75
PV-006257722492,-2605174.25
PV-007417364358,-2605081.5
PV-007267161635,-2605046.0
Z7629188154,-2605017.5
Z2195185893,-2604935.0
PV-009203889795,-2604854.0
PV-007338958041,-2604819.25
PV-008599700102,-2604798.25
Z7572015662,-2604787.75
PV-007701875989,-2604762.5
PV-006955960711,-2604730.0
Z7666416871,-2604671.5
PV-007178795688,-2604670.5
Z7679811260,-2604516.25
Z7693898000,-2604507.5
PV-006270793438,-2604497.0
PV-004756966657,-2604398.25
Z4984244040,-2604336.0
PV-005736663462,-2604287.25
PV-006134443591,-2604205.0
PV-008251299677,-2604118.5
Z1171787917,-2604117.75
Z7654066302,-2604009.25
PV-005042147370,-2603928.5
PV-008842879415,-2603920.5
PV-007368212202,-2603907.0
PV-007902719859,-2603839.0
Z7607321046,-2603700.25
PV-009775228351,-2603636.25
Z7626100337,-2603605.0
PV-008025266999,-2603554.5
Z806833632,-2603460.0
Z5278843817,-2603431.25
Z4493370823,-2603397.0
PV-007450553428,-2603379.75
PV-008954781310,-2603338.5
Z1211644555,-2603288.75
PV-004498054364,-2603138.25
PV-009359793622,-2603032.75
PV-008950131068,-2603018.5
PV-006670792575,-2602959.25
PV-006538941363,-2602958.5
PV-006554019573,-2602854.25
PV-007794550694,-2602827.25
PV-007345107507,-2602802.5
Z1442218583,-2602777.25
PV-007110733166,-2602644.0
PV-008303402591,-2602629.5
PV-007526358081,-2602557.0
PV-009853868652,-2602492.25
PV-008887689581,-2602443.75
PV-008412491864,-2602429.25
PV-007785246062,-2602373.75
PV-008399044738,-2602311.25
PV-006265734510,-2602271.25
PV-008741658525,-2602256.5
Z1616562044,-2602213.75
PV-006848601362,-2602184.25
PV-008815938429,-2602179.5
PV-008265573646,-2602169.5
PV-009279050905,-2602133.0
Z1204255251,-2602063.0
PV-006867633418,-2602044.5
Z7692863834,-2601915.5
Z4493271630,-2601853.25
PV-010012630567,-2601793.25
Z1851126728,-2601783.0
Z7593917899,-2601702.0
Z7599995743,-2601586.0
PV-009458065139,-2601478.5
Z1671211622,-2601471.0
Z7599850533,-2601444.0
PV-007448736496,-2601337.75
Z7599832212,-2601220.0
Z1929571355,-2601074.25
PV-009357506892,-2601025.5
PV-004621248401,-2601018.0
Z1885000135,-2600996.25
PV-007745516900,-2600953.75
PV-005853772458,-2600937.5
Z5278779142,-2600875.25
Z1545694092,-2600812.75
Z1534156909,-2600799.25
PV-009223978512,-2600731.25
PV-006309994332,-2600594.0
