ZINC,ECBD,mode,affinity,rmsd l.b.,rmsd u.b.
ZINC000006817214,EOS419,1.0,-6.8,0.0,0.0
,EOS1476,1.0,-6.8,0.0,0.0
ZINC000004586326,EOS931,1.0,-6.8,0.0,0.0
ZINC000142250256,EOS100881,1.0,-6.8,0.0,0.0
ZINC000000542311,EOS661,1.0,-6.8,0.0,0.0
ZINC000003831282,,1.0,-6.8,0.0,0.0
ZINC000001538857,,1.0,-6.8,0.0,0.0
ZINC000000004778,EOS100724,1.0,-6.8,0.0,0.0
ZINC000100016058,,1.0,-6.8,0.0,0.0
ZINC000095641929,EOS101213,1.0,-6.8,0.0,0.0
ZINC000043204022,EOS100140,1.0,-6.8,0.0,0.0
ZINC000012442568,EOS241,1.0,-6.8,0.0,0.0
ZINC000003936683,,1.0,-6.8,0.0,0.0
,EOS406,1.0,-6.8,0.0,0.0
ZINC000002874471,EOS1981,1.0,-6.8,0.0,0.0
,EOS2094,1.0,-6.8,0.0,0.0
,EOS1445,1.0,-6.8,0.0,0.0
ZINC000034125842,,1.0,-6.8,0.0,0.0
ZINC000000119717,,1.0,-6.8,0.0,0.0
,EOS1381,1.0,-6.8,0.0,0.0
ZINC000065247245,EOS1350,1.0,-6.8,0.0,0.0
,EOS1490,1.0,-6.8,0.0,0.0
ZINC000096231086,EOS21,1.0,-6.8,0.0,0.0
,EOS100831,1.0,-6.8,0.0,0.0
ZINC000002927815,EOS1049,1.0,-6.8,0.0,0.0
ZINC000000057435,,1.0,-6.8,0.0,0.0
,EOS100119,1.0,-6.8,0.0,0.0
,EOS1495,1.0,-6.8,0.0,0.0
ZINC000004097467,EOS100374,1.0,-6.8,0.0,0.0
,EOS1452,1.0,-6.8,0.0,0.0
,EOS1680,1.0,-6.8,0.0,0.0
ZINC000060183170,,1.0,-6.8,0.0,0.0
ZINC000000002212,,1.0,-6.8,0.0,0.0
,EOS1663,1.0,-6.8,0.0,0.0
ZINC000008597954,EOS481,1.0,-6.8,0.0,0.0
ZINC000006810075,EOS562,1.0,-6.8,0.0,0.0
,EOS2227,1.0,-6.8,0.0,0.0
,EOS2359,1.0,-6.8,0.0,0.0
,EOS100362,1.0,-6.8,0.0,0.0
,EOS1343,1.0,-6.8,0.0,0.0
ZINC000014976923,EOS100397,1.0,-6.8,0.0,0.0
,EOS101204,1.0,-6.8,0.0,0.0
ZINC000003872566,,1.0,-6.8,0.0,0.0
ZINC000012484958,,1.0,-6.8,0.0,0.0
ZINC000095626706,,1.0,-6.8,0.0,0.0
ZINC000072401047,EOS252,1.0,-6.8,0.0,0.0
ZINC000031773477,EOS221,1.0,-6.8,0.0,0.0
ZINC000003552480,EOS2157,1.0,-6.8,0.0,0.0
,EOS98564,1.0,-6.8,0.0,0.0
,EOS100796,1.0,-6.8,0.0,0.0
,EOS2340,1.0,-6.8,0.0,0.0
,EOS550,1.0,-6.8,0.0,0.0
ZINC000002119733,EOS2431,1.0,-6.8,0.0,0.0
,EOS1516,1.0,-6.8,0.0,0.0
ZINC000055376634,EOS2433,1.0,-6.8,0.0,0.0
ZINC000011906587,EOS2137,1.0,-6.8,0.0,0.0
,EOS1687,1.0,-6.8,0.0,0.0
ZINC000003817546,EOS100640,1.0,-6.8,0.0,0.0
,EOS98570,1.0,-6.8,0.0,0.0
,EOS1405,1.0,-6.8,0.0,0.0
ZINC000095915244,,1.0,-6.8,0.0,0.0
,EOS100708,1.0,-6.8,0.0,0.0
,EOS1594,1.0,-6.8,0.0,0.0
,EOS447,1.0,-6.8,0.0,0.0
ZINC000001530922,,1.0,-6.8,0.0,0.0
,EOS557,1.0,-6.8,0.0,0.0
ZINC000017070409,EOS2295,1.0,-6.8,0.0,0.0
ZINC000065119341,EOS1185,1.0,-6.8,0.0,0.0
ZINC000064543090,EOS1321,1.0,-6.8,0.0,0.0
ZINC000012028813,EOS311,1.0,-6.8,0.0,0.0
ZINC000020502226,EOS2329,1.0,-6.8,0.0,0.0
ZINC000032124283,EOS71,1.0,-6.8,0.0,0.0
ZINC000000035804,,1.0,-6.8,0.0,0.0
ZINC000065362125,EOS2391,1.0,-6.8,0.0,0.0
ZINC000065242288,EOS1340,1.0,-6.8,0.0,0.0
,EOS1928,1.0,-6.8,0.0,0.0
ZINC000019796087,,1.0,-6.8,0.0,0.0
ZINC000095920747,EOS100466,1.0,-6.8,0.0,0.0
,EOS100014,1.0,-6.8,0.0,0.0
,EOS2148,1.0,-6.8,0.0,0.0
,EOS2310,1.0,-6.8,0.0,0.0
ZINC000005029557,EOS100354,1.0,-6.8,0.0,0.0
ZINC000019594599,,1.0,-6.8,0.0,0.0
ZINC000000000931,,1.0,-6.8,0.0,0.0
ZINC000067601918,EOS2392,1.0,-6.8,0.0,0.0
ZINC000008076607,EOS100281,1.0,-6.8,0.0,0.0
ZINC000000009158,EOS100183,1.0,-6.8,0.0,0.0
ZINC000065246764,EOS1346,1.0,-6.8,0.0,0.0
ZINC000043130413,EOS100757,1.0,-6.8,0.0,0.0
,EOS773,1.0,-6.8,0.0,0.0
,EOS100152,1.0,-6.8,0.0,0.0
ZINC000002032615,,1.0,-6.8,0.0,0.0
ZINC000117532869,EOS100141,1.0,-6.8,0.0,0.0
ZINC000102839885,EOS409,1.0,-6.8,0.0,0.0
,EOS597,1.0,-6.8,0.0,0.0
,EOS98601,1.0,-6.8,0.0,0.0
,EOS2399,1.0,-6.8,0.0,0.0
,EOS1649,1.0,-6.8,0.0,0.0
ZINC000001487129,EOS100253,1.0,-6.8,0.0,0.0
ZINC000020745638,EOS273,1.0,-6.8,0.0,0.0
,EOS1545,1.0,-6.8,0.0,0.0
ZINC000003944422,EOS101528,1.0,-6.8,0.0,0.0
ZINC000008611661,EOS873,1.0,-6.8,0.0,0.0
ZINC000001145764,EOS100654,1.0,-6.8,0.0,0.0
ZINC000100432993,EOS1974,1.0,-6.8,0.0,0.0
ZINC000096094831,EOS1075,1.0,-6.8,0.0,0.0
ZINC000032987781,EOS1709,1.0,-6.8,0.0,0.0
ZINC000004810744,EOS2048,1.0,-6.8,0.0,0.0
ZINC000019361042,,1.0,-6.8,0.0,0.0
,EOS2010,1.0,-6.8,0.0,0.0
ZINC000004050377,EOS28,1.0,-6.8,0.0,0.0
,EOS2070,1.0,-6.8,0.0,0.0
ZINC000000001464,EOS101122,1.0,-6.8,0.0,0.0
ZINC000000057464,EOS101458,1.0,-6.8,0.0,0.0
,EOS2089,1.0,-6.8,0.0,0.0
ZINC000004392649,EOS100803,1.0,-6.8,0.0,0.0
ZINC000016052630,EOS100037,1.0,-6.8,0.0,0.0
ZINC000009722183,EOS763,1.0,-6.8,0.0,0.0
ZINC000003875408,EOS100591,1.0,-6.8,0.0,0.0
ZINC000000057534,,1.0,-6.8,0.0,0.0
ZINC000004693575,,1.0,-6.8,0.0,0.0
ZINC000003201907,,1.0,-6.8,0.0,0.0
,EOS1597,1.0,-6.8,0.0,0.0
ZINC000003875357,,1.0,-6.8,0.0,0.0
ZINC000100042108,EOS100607,1.0,-6.8,0.0,0.0
,EOS98593,1.0,-6.8,0.0,0.0
ZINC000004099200,,1.0,-6.8,0.0,0.0
ZINC000040397232,EOS1840,1.0,-6.8,0.0,0.0
ZINC000019901974,EOS630,1.0,-6.8,0.0,0.0
ZINC000033273462,EOS1062,1.0,-6.8,0.0,0.0
ZINC000000001773,,1.0,-6.8,0.0,0.0
ZINC000064449202,EOS766,1.0,-6.8,0.0,0.0
ZINC000010963041,EOS1841,1.0,-6.8,0.0,0.0
ZINC000000501038,EOS422,1.0,-6.8,0.0,0.0
ZINC000001530599,EOS100336,1.0,-6.8,0.0,0.0
ZINC000009529165,EOS847,1.0,-6.8,0.0,0.0
ZINC000000479733,EOS2258,1.0,-6.8,0.0,0.0
ZINC000046056290,EOS981,1.0,-6.8,0.0,0.0
ZINC000000006787,EOS98620,1.0,-6.8,0.0,0.0
ZINC000009527525,EOS825,1.0,-6.8,0.0,0.0
,EOS98563,1.0,-6.8,0.0,0.0
ZINC000005439410,EOS298,1.0,-6.8,0.0,0.0
,EOS2045,1.0,-6.8,0.0,0.0
ZINC000004467870,EOS101195,1.0,-6.8,0.0,0.0
,EOS101257,1.0,-6.8,0.0,0.0
,EOS1429,1.0,-6.8,0.0,0.0
ZINC000001056681,EOS437,1.0,-6.8,0.0,0.0
ZINC000009573376,EOS951,1.0,-6.8,0.0,0.0
,EOS2126,1.0,-6.8,0.0,0.0
ZINC000096117373,EOS82,1.0,-6.8,0.0,0.0
ZINC000019819447,EOS295,1.0,-6.8,0.0,0.0
,EOS100551,1.0,-6.8,0.0,0.0
ZINC000000571719,EOS1948,1.0,-6.8,0.0,0.0
ZINC000021724165,EOS1000,1.0,-6.8,0.0,0.0
ZINC000003830264,EOS100698,1.0,-6.8,0.0,0.0
ZINC000031773479,EOS222,1.0,-6.8,0.0,0.0
,EOS1643,1.0,-6.8,0.0,0.0
ZINC000040396086,EOS2461,1.0,-6.8,0.0,0.0
ZINC000003920355,,1.0,-6.8,0.0,0.0
ZINC000047146959,EOS1117,1.0,-6.8,0.0,0.0
ZINC000021525493,EOS677,1.0,-6.8,0.0,0.0
ZINC000115645995,EOS100460,1.0,-6.8,0.0,0.0
ZINC000013132888,EOS100667,1.0,-6.8,0.0,0.0
ZINC000019203912,,1.0,-6.8,0.0,0.0
ZINC000006902281,EOS731,1.0,-6.8,0.0,0.0
ZINC000096032874,EOS100550,1.0,-6.8,0.0,0.0
,EOS338,1.0,-6.8,0.0,0.0
,EOS1441,1.0,-6.8,0.0,0.0
,EOS100584,1.0,-6.8,0.0,0.0
ZINC000000556353,EOS1881,1.0,-6.8,0.0,0.0
ZINC000000003742,EOS100573,1.0,-6.8,0.0,0.0
ZINC000020733502,EOS274,1.0,-6.8,0.0,0.0
ZINC000003881958,,1.0,-6.8,0.0,0.0
ZINC000019418959,,1.0,-6.8,0.0,0.0
,EOS2220,1.0,-6.8,0.0,0.0
,EOS1973,1.0,-6.8,0.0,0.0
,EOS1420,1.0,-6.8,0.0,0.0
,EOS1521,1.0,-6.8,0.0,0.0
ZINC000013476439,EOS101130,1.0,-6.8,0.0,0.0
ZINC000032656406,EOS1258,1.0,-6.8,0.0,0.0
ZINC000004271793,EOS565,1.0,-6.8,0.0,0.0
ZINC000067602174,EOS2440,1.0,-6.8,0.0,0.0
ZINC000000812034,EOS239,1.0,-6.8,0.0,0.0
ZINC000005562875,EOS564,1.0,-6.8,0.0,0.0
ZINC000067601813,EOS1829,1.0,-6.8,0.0,0.0
ZINC000026649039,EOS136,1.0,-6.8,0.0,0.0
ZINC000028879084,EOS100512,1.0,-6.8,0.0,0.0
ZINC000009667591,EOS563,1.0,-6.8,0.0,0.0
ZINC000004212851,,1.0,-6.8,0.0,0.0
ZINC000001530814,,1.0,-6.8,0.0,0.0
ZINC000003792417,,1.0,-6.8,0.0,0.0
ZINC000003973334,,1.0,-6.8,0.0,0.0
,EOS1456,1.0,-6.8,0.0,0.0
ZINC000008670664,EOS1917,1.0,-6.8,0.0,0.0
ZINC000041150174,EOS2370,1.0,-6.7,0.0,0.0
ZINC000003843198,,1.0,-6.7,0.0,0.0
ZINC000001996784,EOS101323,1.0,-6.7,0.0,0.0
ZINC000065362701,EOS2449,1.0,-6.7,0.0,0.0
ZINC000020355089,EOS510,1.0,-6.7,0.0,0.0
,EOS100745,1.0,-6.7,0.0,0.0
ZINC000003872076,EOS101099,1.0,-6.7,0.0,0.0
ZINC000000005608,EOS101180,1.0,-6.7,0.0,0.0
ZINC000005442490,EOS100259,1.0,-6.7,0.0,0.0
ZINC000001530703,,1.0,-6.7,0.0,0.0
,EOS1527,1.0,-6.7,0.0,0.0
ZINC000000000903,,1.0,-6.7,0.0,0.0
,EOS1520,1.0,-6.7,0.0,0.0
ZINC000001046979,EOS100136,1.0,-6.7,0.0,0.0
ZINC000000624246,EOS2105,1.0,-6.7,0.0,0.0
ZINC000003802690,,1.0,-6.7,0.0,0.0
ZINC000005135989,EOS820,1.0,-6.7,0.0,0.0
,EOS1645,1.0,-6.7,0.0,0.0
,EOS2380,1.0,-6.7,0.0,0.0
ZINC000003876041,EOS100676,1.0,-6.7,0.0,0.0
,EOS101235,1.0,-6.7,0.0,0.0
ZINC000020737174,EOS272,1.0,-6.7,0.0,0.0
,EOS1443,1.0,-6.7,0.0,0.0
,EOS985,1.0,-6.7,0.0,0.0
ZINC000100018594,,1.0,-6.7,0.0,0.0
ZINC000032070401,EOS70,1.0,-6.7,0.0,0.0
ZINC000020662150,EOS1032,1.0,-6.7,0.0,0.0
ZINC000004749558,EOS1962,1.0,-6.7,0.0,0.0
ZINC000238809662,,1.0,-6.7,0.0,0.0
ZINC000000897085,,1.0,-6.7,0.0,0.0
ZINC000034051848,EOS100018,1.0,-6.7,0.0,0.0
ZINC000003978006,,1.0,-6.7,0.0,0.0
ZINC000003872994,,1.0,-6.7,0.0,0.0
,EOS1444,1.0,-6.7,0.0,0.0
,EOS101112,1.0,-6.7,0.0,0.0
ZINC000004536236,EOS101022,1.0,-6.7,0.0,0.0
ZINC000004197262,EOS2243,1.0,-6.7,0.0,0.0
ZINC000000382444,EOS2079,1.0,-6.7,0.0,0.0
,EOS100440,1.0,-6.7,0.0,0.0
ZINC000046005132,EOS802,1.0,-6.7,0.0,0.0
ZINC000000596731,EOS101379,1.0,-6.7,0.0,0.0
ZINC000252500022,EOS27,1.0,-6.7,0.0,0.0
ZINC000000001758,EOS100675,1.0,-6.7,0.0,0.0
ZINC000004839622,EOS2091,1.0,-6.7,0.0,0.0
ZINC000013363142,EOS420,1.0,-6.7,0.0,0.0
ZINC000087515509,,1.0,-6.7,0.0,0.0
ZINC000091302201,EOS100868,1.0,-6.7,0.0,0.0
ZINC000003800008,,1.0,-6.7,0.0,0.0
ZINC000000057253,,1.0,-6.7,0.0,0.0
ZINC000000120319,,1.0,-6.7,0.0,0.0
ZINC000019632912,,1.0,-6.7,0.0,0.0
ZINC000000057533,,1.0,-6.7,0.0,0.0
ZINC000100060642,EOS100608,1.0,-6.7,0.0,0.0
ZINC000095619100,,1.0,-6.7,0.0,0.0
ZINC000001535101,,1.0,-6.7,0.0,0.0
ZINC000030691727,,1.0,-6.7,0.0,0.0
ZINC000012468792,,1.0,-6.7,0.0,0.0
ZINC000004032244,EOS1931,1.0,-6.7,0.0,0.0
ZINC000020983429,EOS733,1.0,-6.7,0.0,0.0
ZINC000019632628,,1.0,-6.7,0.0,0.0
ZINC000584905514,EOS100055,1.0,-6.7,0.0,0.0
,EOS1868,1.0,-6.7,0.0,0.0
,EOS100844,1.0,-6.7,0.0,0.0
ZINC000067601886,EOS2385,1.0,-6.7,0.0,0.0
,EOS100901,1.0,-6.7,0.0,0.0
ZINC000003977767,EOS101737,1.0,-6.7,0.0,0.0
ZINC000013763987,,1.0,-6.7,0.0,0.0
ZINC000096379589,EOS1247,1.0,-6.7,0.0,0.0
ZINC000004393164,EOS101018,1.0,-6.7,0.0,0.0
,EOS2279,1.0,-6.7,0.0,0.0
,EOS653,1.0,-6.7,0.0,0.0
ZINC000002880932,EOS2030,1.0,-6.7,0.0,0.0
,EOS100789,1.0,-6.7,0.0,0.0
,EOS100582,1.0,-6.7,0.0,0.0
ZINC000000120283,EOS100180,1.0,-6.7,0.0,0.0
,EOS1239,1.0,-6.7,0.0,0.0
ZINC000096232655,EOS103,1.0,-6.7,0.0,0.0
ZINC000021303210,,1.0,-6.7,0.0,0.0
ZINC000000596881,,1.0,-6.7,0.0,0.0
,EOS1665,1.0,-6.7,0.0,0.0
,EOS98641,1.0,-6.7,0.0,0.0
ZINC000040880490,EOS100823,1.0,-6.7,0.0,0.0
ZINC000052509463,EOS101081,1.0,-6.7,0.0,0.0
ZINC000085988060,EOS469,1.0,-6.7,0.0,0.0
,EOS2275,1.0,-6.7,0.0,0.0
ZINC000003908240,EOS435,1.0,-6.7,0.0,0.0
ZINC000045876050,EOS154,1.0,-6.7,0.0,0.0
ZINC000000968328,,1.0,-6.7,0.0,0.0
ZINC000033943508,,1.0,-6.7,0.0,0.0
ZINC000003800475,,1.0,-6.7,0.0,0.0
,EOS100624,1.0,-6.7,0.0,0.0
,EOS1772,1.0,-6.7,0.0,0.0
ZINC000004641374,,1.0,-6.7,0.0,0.0
ZINC000003875484,,1.0,-6.7,0.0,0.0
ZINC000095593440,EOS100553,1.0,-6.7,0.0,0.0
,EOS2406,1.0,-6.7,0.0,0.0
ZINC000067601798,EOS2374,1.0,-6.7,0.0,0.0
ZINC000065152450,EOS1220,1.0,-6.7,0.0,0.0
ZINC000029319828,,1.0,-6.7,0.0,0.0
ZINC000011906567,EOS2294,1.0,-6.7,0.0,0.0
ZINC000004098535,EOS100687,1.0,-6.7,0.0,0.0
ZINC000245204949,,1.0,-6.7,0.0,0.0
ZINC000100001918,,1.0,-6.7,0.0,0.0
,EOS1061,1.0,-6.7,0.0,0.0
ZINC000009212654,,1.0,-6.7,0.0,0.0
,EOS100368,1.0,-6.7,0.0,0.0
ZINC000046032409,EOS897,1.0,-6.7,0.0,0.0
ZINC000004468778,,1.0,-6.7,0.0,0.0
ZINC000000004076,,1.0,-6.7,0.0,0.0
ZINC000004099032,,1.0,-6.7,0.0,0.0
,EOS2182,1.0,-6.7,0.0,0.0
ZINC000005752191,,1.0,-6.7,0.0,0.0
ZINC000005015565,EOS600,1.0,-6.7,0.0,0.0
,EOS98569,1.0,-6.7,0.0,0.0
,EOS976,1.0,-6.7,0.0,0.0
ZINC000006809421,EOS560,1.0,-6.7,0.0,0.0
ZINC000000615776,EOS1879,1.0,-6.7,0.0,0.0
ZINC000013540166,EOS561,1.0,-6.7,0.0,0.0
ZINC000004750189,EOS1966,1.0,-6.7,0.0,0.0
ZINC000003914808,,1.0,-6.7,0.0,0.0
ZINC000000608205,EOS100815,1.0,-6.7,0.0,0.0
ZINC000019942487,EOS186,1.0,-6.7,0.0,0.0
ZINC000065196197,EOS1252,1.0,-6.7,0.0,0.0
ZINC000064977056,EOS912,1.0,-6.7,0.0,0.0
ZINC000000006300,,1.0,-6.7,0.0,0.0
ZINC000100036751,,1.0,-6.7,0.0,0.0
ZINC000004629876,,1.0,-6.7,0.0,0.0
,EOS1315,1.0,-6.7,0.0,0.0
ZINC000006858022,,1.0,-6.7,0.0,0.0
,EOS100862,1.0,-6.7,0.0,0.0
ZINC000003938744,EOS100683,1.0,-6.7,0.0,0.0
ZINC000004074875,,1.0,-6.7,0.0,0.0
ZINC000011677376,,1.0,-6.7,0.0,0.0
ZINC000002841929,EOS2264,1.0,-6.7,0.0,0.0
ZINC000253411841,EOS151,1.0,-6.7,0.0,0.0
ZINC000012324705,EOS2360,1.0,-6.7,0.0,0.0
,EOS1684,1.0,-6.7,0.0,0.0
ZINC000118913560,,1.0,-6.7,0.0,0.0
ZINC000256433948,,1.0,-6.7,0.0,0.0
ZINC000049410837,EOS1332,1.0,-6.7,0.0,0.0
ZINC000022761558,EOS632,1.0,-6.7,0.0,0.0
,EOS1426,1.0,-6.7,0.0,0.0
ZINC000057176042,EOS281,1.0,-6.7,0.0,0.0
,EOS1408,1.0,-6.7,0.0,0.0
ZINC000003789788,EOS101167,1.0,-6.7,0.0,0.0
ZINC000053045055,,1.0,-6.7,0.0,0.0
ZINC000018067894,EOS101253,1.0,-6.7,0.0,0.0
ZINC000034781704,,1.0,-6.7,0.0,0.0
ZINC000000018635,,1.0,-6.7,0.0,0.0
ZINC000000001145,EOS100807,1.0,-6.7,0.0,0.0
ZINC000021264319,EOS942,1.0,-6.7,0.0,0.0
ZINC000016651438,EOS2128,1.0,-6.7,0.0,0.0
ZINC000001141261,EOS2254,1.0,-6.7,0.0,0.0
ZINC000052957434,EOS100696,1.0,-6.7,0.0,0.0
ZINC000005439228,EOS313,1.0,-6.7,0.0,0.0
ZINC000000968330,,1.0,-6.7,0.0,0.0
ZINC000003812983,,1.0,-6.7,0.0,0.0
ZINC000003914810,EOS100798,1.0,-6.7,0.0,0.0
ZINC000002852658,EOS2281,1.0,-6.7,0.0,0.0
ZINC000001076694,EOS1924,1.0,-6.7,0.0,0.0
ZINC000000020221,,1.0,-6.7,0.0,0.0
,EOS2416,1.0,-6.7,0.0,0.0
ZINC000000009073,,1.0,-6.7,0.0,0.0
ZINC000000120273,EOS100562,1.0,-6.7,0.0,0.0
,EOS3,1.0,-6.7,0.0,0.0
ZINC000012421123,EOS683,1.0,-6.7,0.0,0.0
ZINC000010272777,EOS738,1.0,-6.7,0.0,0.0
ZINC000004248836,EOS926,1.0,-6.7,0.0,0.0
ZINC000003806104,,1.0,-6.7,0.0,0.0
ZINC000011614081,EOS2321,1.0,-6.7,0.0,0.0
,EOS596,1.0,-6.7,0.0,0.0
,EOS2099,1.0,-6.7,0.0,0.0
ZINC000000620469,EOS2278,1.0,-6.7,0.0,0.0
,EOS783,1.0,-6.7,0.0,0.0
ZINC000033256706,EOS1686,1.0,-6.7,0.0,0.0
,EOS1990,1.0,-6.7,0.0,0.0
ZINC000065258201,EOS1376,1.0,-6.7,0.0,0.0
ZINC000100015775,,1.0,-6.7,0.0,0.0
ZINC000036360766,EOS30,1.0,-6.7,0.0,0.0
ZINC000218508767,EOS147,1.0,-6.7,0.0,0.0
ZINC000001534965,,1.0,-6.7,0.0,0.0
ZINC000019796158,,1.0,-6.7,0.0,0.0
ZINC000001530975,,1.0,-6.7,0.0,0.0
,EOS1660,1.0,-6.7,0.0,0.0
ZINC000020978314,EOS725,1.0,-6.7,0.0,0.0
ZINC000002016258,,1.0,-6.7,0.0,0.0
,EOS1518,1.0,-6.7,0.0,0.0
,EOS780,1.0,-6.7,0.0,0.0
ZINC000116342482,EOS100086,1.0,-6.7,0.0,0.0
ZINC000001530817,,1.0,-6.7,0.0,0.0
ZINC000043206319,EOS100075,1.0,-6.7,0.0,0.0
ZINC000075501450,EOS1233,1.0,-6.7,0.0,0.0
,EOS1553,1.0,-6.7,0.0,0.0
,EOS678,1.0,-6.7,0.0,0.0
ZINC000065254657,EOS1364,1.0,-6.7,0.0,0.0
,EOS1249,1.0,-6.7,0.0,0.0
ZINC000013648755,,1.0,-6.7,0.0,0.0
,EOS1664,1.0,-6.7,0.0,0.0
,EOS101189,1.0,-6.7,0.0,0.0
ZINC000012195305,EOS301,1.0,-6.7,0.0,0.0
,EOS2355,1.0,-6.7,0.0,0.0
ZINC000000001728,EOS101104,1.0,-6.7,0.0,0.0
,EOS100085,1.0,-6.7,0.0,0.0
ZINC000001530694,,1.0,-6.6,0.0,0.0
ZINC000000626282,EOS2009,1.0,-6.6,0.0,0.0
ZINC000001530636,,1.0,-6.6,0.0,0.0
ZINC000003871978,,1.0,-6.6,0.0,0.0
,EOS100734,1.0,-6.6,0.0,0.0
ZINC000003791297,,1.0,-6.6,0.0,0.0
ZINC000001481833,,1.0,-6.6,0.0,0.0
ZINC000020715271,EOS270,1.0,-6.6,0.0,0.0
ZINC000001530940,,1.0,-6.6,0.0,0.0
,EOS1869,1.0,-6.6,0.0,0.0
,EOS829,1.0,-6.6,0.0,0.0
ZINC000045960851,EOS457,1.0,-6.6,0.0,0.0
,EOS100006,1.0,-6.6,0.0,0.0
,EOS593,1.0,-6.6,0.0,0.0
,EOS1960,1.0,-6.6,0.0,0.0
ZINC000002000707,EOS100921,1.0,-6.6,0.0,0.0
ZINC000004475353,,1.0,-6.6,0.0,0.0
ZINC000003876136,EOS101557,1.0,-6.6,0.0,0.0
ZINC000000538202,EOS100029,1.0,-6.6,0.0,0.0
ZINC000055556829,EOS2074,1.0,-6.6,0.0,0.0
ZINC000067602177,EOS2441,1.0,-6.6,0.0,0.0
ZINC000000591057,EOS100098,1.0,-6.6,0.0,0.0
,EOS1472,1.0,-6.6,0.0,0.0
ZINC000013638631,EOS1814,1.0,-6.6,0.0,0.0
ZINC000009224016,EOS101207,1.0,-6.6,0.0,0.0
ZINC000003875483,,1.0,-6.6,0.0,0.0
ZINC000001530973,,1.0,-6.6,0.0,0.0
ZINC000065030002,EOS1100,1.0,-6.6,0.0,0.0
ZINC000000353121,EOS2287,1.0,-6.6,0.0,0.0
ZINC000004940181,EOS492,1.0,-6.6,0.0,0.0
ZINC000030691797,,1.0,-6.6,0.0,0.0
ZINC000096230911,EOS141,1.0,-6.6,0.0,0.0
,EOS972,1.0,-6.6,0.0,0.0
,EOS100451,1.0,-6.6,0.0,0.0
,EOS1241,1.0,-6.6,0.0,0.0
ZINC000065196529,EOS1256,1.0,-6.6,0.0,0.0
,EOS1768,1.0,-6.6,0.0,0.0
ZINC000000001850,,1.0,-6.6,0.0,0.0
,EOS722,1.0,-6.6,0.0,0.0
,EOS101228,1.0,-6.6,0.0,0.0
ZINC000012138586,EOS2159,1.0,-6.6,0.0,0.0
ZINC000053045054,,1.0,-6.6,0.0,0.0
ZINC000000001331,,1.0,-6.6,0.0,0.0
ZINC000100006264,,1.0,-6.6,0.0,0.0
ZINC000004248700,EOS925,1.0,-6.6,0.0,0.0
ZINC000003779042,,1.0,-6.6,0.0,0.0
ZINC000006946340,EOS1043,1.0,-6.6,0.0,0.0
ZINC000003938683,EOS100697,1.0,-6.6,0.0,0.0
ZINC000000057206,,1.0,-6.6,0.0,0.0
,EOS1763,1.0,-6.6,0.0,0.0
ZINC000001913823,EOS2063,1.0,-6.6,0.0,0.0
ZINC000000968310,,1.0,-6.6,0.0,0.0
,EOS2368,1.0,-6.6,0.0,0.0
ZINC000118912393,,1.0,-6.6,0.0,0.0
,EOS98567,1.0,-6.6,0.0,0.0
,EOS1372,1.0,-6.6,0.0,0.0
ZINC000040456276,EOS2326,1.0,-6.6,0.0,0.0
ZINC000012360535,,1.0,-6.6,0.0,0.0
ZINC000036766734,,1.0,-6.6,0.0,0.0
ZINC000038476960,EOS100295,1.0,-6.6,0.0,0.0
ZINC000011907860,EOS613,1.0,-6.6,0.0,0.0
,EOS100714,1.0,-6.6,0.0,0.0
ZINC000003833821,EOS101333,1.0,-6.6,0.0,0.0
ZINC000033301632,EOS1196,1.0,-6.6,0.0,0.0
,EOS1459,1.0,-6.6,0.0,0.0
ZINC000013475083,EOS101123,1.0,-6.6,0.0,0.0
ZINC000003830215,,1.0,-6.6,0.0,0.0
ZINC000032071775,EOS350,1.0,-6.6,0.0,0.0
,EOS616,1.0,-6.6,0.0,0.0
,EOS100015,1.0,-6.6,0.0,0.0
,EOS1402,1.0,-6.6,0.0,0.0
ZINC000028956875,EOS100107,1.0,-6.6,0.0,0.0
ZINC000003920028,,1.0,-6.6,0.0,0.0
ZINC000003812975,EOS100387,1.0,-6.6,0.0,0.0
ZINC000004362947,EOS924,1.0,-6.6,0.0,0.0
ZINC000000056509,EOS100922,1.0,-6.6,0.0,0.0
,EOS101149,1.0,-6.6,0.0,0.0
,EOS1460,1.0,-6.6,0.0,0.0
ZINC000015827058,EOS1024,1.0,-6.6,0.0,0.0
ZINC000019364229,,1.0,-6.6,0.0,0.0
,EOS637,1.0,-6.6,0.0,0.0
ZINC000000136138,,1.0,-6.6,0.0,0.0
,EOS100739,1.0,-6.6,0.0,0.0
ZINC000006474420,EOS2237,1.0,-6.6,0.0,0.0
ZINC000006805061,EOS521,1.0,-6.6,0.0,0.0
ZINC000065362722,EOS2451,1.0,-6.6,0.0,0.0
,EOS2103,1.0,-6.6,0.0,0.0
ZINC000002879043,EOS2017,1.0,-6.6,0.0,0.0
,EOS101240,1.0,-6.6,0.0,0.0
,EOS342,1.0,-6.6,0.0,0.0
ZINC000003812851,,1.0,-6.6,0.0,0.0
ZINC000000537957,,1.0,-6.6,0.0,0.0
,EOS101215,1.0,-6.6,0.0,0.0
ZINC000016052825,EOS101120,1.0,-6.6,0.0,0.0
,EOS101031,1.0,-6.6,0.0,0.0
,EOS1162,1.0,-6.6,0.0,0.0
