ZINC,ECBD,mode,affinity,rmsd l.b.,rmsd u.b.
ZINC000065197014,EOS1260,1.0,-7.8,0.0,0.0
ZINC000033048891,EOS823,1.0,-7.8,0.0,0.0
,EOS174,1.0,-7.8,0.0,0.0
ZINC000085652134,EOS713,1.0,-7.8,0.0,0.0
ZINC000005844788,,1.0,-7.8,0.0,0.0
ZINC000001489478,,1.0,-7.8,0.0,0.0
ZINC000021664213,EOS1074,1.0,-7.8,0.0,0.0
ZINC000021018994,EOS776,1.0,-7.8,0.0,0.0
,EOS100319,1.0,-7.8,0.0,0.0
ZINC000004935115,EOS486,1.0,-7.8,0.0,0.0
ZINC000016652545,EOS2185,1.0,-7.8,0.0,0.0
ZINC000064888980,EOS1719,1.0,-7.8,0.0,0.0
ZINC000000000973,,1.0,-7.8,0.0,0.0
,EOS1626,1.0,-7.8,0.0,0.0
ZINC000009483184,EOS2319,1.0,-7.8,0.0,0.0
,EOS101077,1.0,-7.8,0.0,0.0
ZINC000011697918,EOS2365,1.0,-7.8,0.0,0.0
ZINC000001540998,EOS101754,1.0,-7.8,0.0,0.0
ZINC000021884352,EOS1737,1.0,-7.8,0.0,0.0
ZINC000064889597,EOS1752,1.0,-7.8,0.0,0.0
ZINC000012420422,EOS390,1.0,-7.8,0.0,0.0
ZINC000021748734,EOS799,1.0,-7.8,0.0,0.0
,EOS2041,1.0,-7.8,0.0,0.0
ZINC000253407922,EOS11,1.0,-7.8,0.0,0.0
ZINC000006794682,EOS452,1.0,-7.8,0.0,0.0
ZINC000049003271,EOS1108,1.0,-7.8,0.0,0.0
ZINC000064889349,EOS1723,1.0,-7.8,0.0,0.0
ZINC000058649826,EOS100267,1.0,-7.8,0.0,0.0
ZINC000008536496,EOS101282,1.0,-7.8,0.0,0.0
,EOS765,1.0,-7.8,0.0,0.0
,EOS2027,1.0,-7.8,0.0,0.0
ZINC000005109118,EOS527,1.0,-7.8,0.0,0.0
ZINC000005439155,EOS319,1.0,-7.8,0.0,0.0
,EOS100080,1.0,-7.8,0.0,0.0
ZINC000097940827,EOS1378,1.0,-7.8,0.0,0.0
ZINC000059224388,EOS101306,1.0,-7.8,0.0,0.0
ZINC000001482006,EOS100134,1.0,-7.8,0.0,0.0
ZINC000100014909,,1.0,-7.8,0.0,0.0
ZINC000008931717,EOS1150,1.0,-7.8,0.0,0.0
,EOS1586,1.0,-7.8,0.0,0.0
ZINC000016393380,EOS1910,1.0,-7.8,0.0,0.0
ZINC000117040414,EOS100268,1.0,-7.8,0.0,0.0
ZINC000033128758,EOS1099,1.0,-7.8,0.0,0.0
ZINC000033278357,EOS1105,1.0,-7.8,0.0,0.0
,EOS209,1.0,-7.8,0.0,0.0
ZINC000001926025,EOS1886,1.0,-7.8,0.0,0.0
ZINC000000008794,EOS100857,1.0,-7.8,0.0,0.0
ZINC000007912992,EOS605,1.0,-7.8,0.0,0.0
ZINC000096222649,EOS105,1.0,-7.8,0.0,0.0
ZINC000045946774,EOS1696,1.0,-7.8,0.0,0.0
ZINC000064889582,EOS1746,1.0,-7.8,0.0,0.0
ZINC000002928039,EOS1050,1.0,-7.8,0.0,0.0
ZINC000017122864,EOS891,1.0,-7.8,0.0,0.0
ZINC000064987962,EOS997,1.0,-7.8,0.0,0.0
ZINC000169340548,EOS100495,1.0,-7.8,0.0,0.0
,EOS1679,1.0,-7.8,0.0,0.0
ZINC000016159083,,1.0,-7.8,0.0,0.0
,EOS101128,1.0,-7.8,0.0,0.0
,EOS1528,1.0,-7.8,0.0,0.0
ZINC000096223496,EOS106,1.0,-7.8,0.0,0.0
ZINC000049403925,EOS1246,1.0,-7.8,0.0,0.0
ZINC000000000596,,1.0,-7.7,0.0,0.0
,EOS1386,1.0,-7.7,0.0,0.0
ZINC000008486052,EOS57,1.0,-7.7,0.0,0.0
ZINC000022607769,EOS2402,1.0,-7.7,0.0,0.0
ZINC000065115698,EOS1171,1.0,-7.7,0.0,0.0
ZINC000072400907,EOS249,1.0,-7.7,0.0,0.0
ZINC000001485935,,1.0,-7.7,0.0,0.0
ZINC000003871960,,1.0,-7.7,0.0,0.0
ZINC000003913937,,1.0,-7.7,0.0,0.0
ZINC000017052262,EOS888,1.0,-7.7,0.0,0.0
ZINC000017307332,EOS949,1.0,-7.7,0.0,0.0
ZINC000095921739,EOS100257,1.0,-7.7,0.0,0.0
,EOS98632,1.0,-7.7,0.0,0.0
ZINC000035447335,EOS899,1.0,-7.7,0.0,0.0
,EOS100942,1.0,-7.7,0.0,0.0
ZINC000096396712,EOS1318,1.0,-7.7,0.0,0.0
ZINC000034842512,EOS100128,1.0,-7.7,0.0,0.0
,EOS1538,1.0,-7.7,0.0,0.0
,EOS1624,1.0,-7.7,0.0,0.0
ZINC000064967061,EOS870,1.0,-7.7,0.0,0.0
,EOS334,1.0,-7.7,0.0,0.0
,EOS134,1.0,-7.7,0.0,0.0
ZINC000012411547,EOS362,1.0,-7.7,0.0,0.0
ZINC000036520254,EOS100681,1.0,-7.7,0.0,0.0
ZINC000096270381,EOS100971,1.0,-7.7,0.0,0.0
ZINC000065306179,EOS1169,1.0,-7.7,0.0,0.0
,EOS1581,1.0,-7.7,0.0,0.0
ZINC000007573845,EOS919,1.0,-7.7,0.0,0.0
,EOS100555,1.0,-7.7,0.0,0.0
ZINC000095616600,,1.0,-7.7,0.0,0.0
ZINC000009724747,EOS474,1.0,-7.7,0.0,0.0
ZINC000100036760,,1.0,-7.7,0.0,0.0
ZINC000064889254,EOS1721,1.0,-7.7,0.0,0.0
ZINC000000818876,EOS1863,1.0,-7.7,0.0,0.0
ZINC000040424136,EOS101017,1.0,-7.7,0.0,0.0
ZINC000252482983,EOS100544,1.0,-7.7,0.0,0.0
ZINC000004385323,EOS2071,1.0,-7.7,0.0,0.0
ZINC000002568036,,1.0,-7.7,0.0,0.0
,EOS202,1.0,-7.7,0.0,0.0
,EOS100911,1.0,-7.7,0.0,0.0
,EOS188,1.0,-7.7,0.0,0.0
ZINC000036355108,EOS56,1.0,-7.7,0.0,0.0
ZINC000004925272,EOS484,1.0,-7.7,0.0,0.0
ZINC000001542113,EOS101268,1.0,-7.7,0.0,0.0
ZINC000065173642,EOS1234,1.0,-7.7,0.0,0.0
ZINC000103260612,EOS101266,1.0,-7.7,0.0,0.0
ZINC000031814843,EOS192,1.0,-7.7,0.0,0.0
ZINC000033293141,EOS1167,1.0,-7.7,0.0,0.0
ZINC000102843133,EOS442,1.0,-7.7,0.0,0.0
,EOS1539,1.0,-7.7,0.0,0.0
ZINC000005439172,EOS317,1.0,-7.7,0.0,0.0
ZINC000002576210,EOS2208,1.0,-7.7,0.0,0.0
ZINC000040287875,EOS31,1.0,-7.7,0.0,0.0
,EOS857,1.0,-7.7,0.0,0.0
ZINC000043203108,EOS100445,1.0,-7.7,0.0,0.0
,EOS100486,1.0,-7.7,0.0,0.0
ZINC000095641919,EOS100138,1.0,-7.7,0.0,0.0
ZINC000095474532,EOS88,1.0,-7.7,0.0,0.0
ZINC000003986669,EOS100022,1.0,-7.7,0.0,0.0
,EOS967,1.0,-7.7,0.0,0.0
ZINC000016649103,EOS1792,1.0,-7.7,0.0,0.0
ZINC000003995845,EOS101185,1.0,-7.7,0.0,0.0
ZINC000041186976,EOS1341,1.0,-7.7,0.0,0.0
ZINC000003960338,EOS101348,1.0,-7.7,0.0,0.0
,EOS100441,1.0,-7.7,0.0,0.0
ZINC000000537795,,1.0,-7.7,0.0,0.0
ZINC000065100386,EOS1143,1.0,-7.7,0.0,0.0
,EOS7,1.0,-7.7,0.0,0.0
,EOS100071,1.0,-7.7,0.0,0.0
ZINC000004536316,EOS530,1.0,-7.7,0.0,0.0
ZINC000012194600,EOS325,1.0,-7.7,0.0,0.0
,EOS101226,1.0,-7.7,0.0,0.0
ZINC000097112006,EOS459,1.0,-7.7,0.0,0.0
ZINC000012379422,EOS1785,1.0,-7.7,0.0,0.0
,EOS212,1.0,-7.7,0.0,0.0
ZINC000065210633,EOS1275,1.0,-7.7,0.0,0.0
ZINC000043195878,EOS100962,1.0,-7.7,0.0,0.0
ZINC000004121572,EOS1927,1.0,-7.7,0.0,0.0
ZINC000098023177,,1.0,-7.7,0.0,0.0
ZINC000019796080,,1.0,-7.7,0.0,0.0
ZINC000043203317,EOS100581,1.0,-7.7,0.0,0.0
ZINC000009731562,EOS478,1.0,-7.7,0.0,0.0
ZINC000065117853,EOS1174,1.0,-7.7,0.0,0.0
ZINC000000028306,EOS98646,1.0,-7.7,0.0,0.0
ZINC000101318681,EOS439,1.0,-7.7,0.0,0.0
ZINC000166713691,EOS100458,1.0,-7.7,0.0,0.0
,EOS885,1.0,-7.7,0.0,0.0
ZINC000002364948,EOS2019,1.0,-7.7,0.0,0.0
ZINC000053294258,EOS101125,1.0,-7.7,0.0,0.0
ZINC000164334830,EOS100244,1.0,-7.7,0.0,0.0
ZINC000072316335,EOS101280,1.0,-7.7,0.0,0.0
,EOS747,1.0,-7.7,0.0,0.0
,EOS100666,1.0,-7.7,0.0,0.0
ZINC000015884109,EOS947,1.0,-7.7,0.0,0.0
ZINC000065115488,EOS1168,1.0,-7.7,0.0,0.0
ZINC000005069316,EOS1953,1.0,-7.7,0.0,0.0
ZINC000000602632,EOS100135,1.0,-7.7,0.0,0.0
ZINC000014982453,EOS101233,1.0,-7.7,0.0,0.0
ZINC000019819411,EOS292,1.0,-7.7,0.0,0.0
,EOS100417,1.0,-7.7,0.0,0.0
ZINC000065079514,EOS1131,1.0,-7.7,0.0,0.0
ZINC000009472122,EOS1729,1.0,-7.7,0.0,0.0
ZINC000000783201,EOS100467,1.0,-7.7,0.0,0.0
ZINC000038795123,EOS100139,1.0,-7.7,0.0,0.0
ZINC000008714342,EOS2129,1.0,-7.7,0.0,0.0
,EOS100488,1.0,-7.7,0.0,0.0
,EOS861,1.0,-7.7,0.0,0.0
ZINC000021087942,EOS838,1.0,-7.7,0.0,0.0
ZINC000002526466,EOS100406,1.0,-7.7,0.0,0.0
ZINC000011679877,EOS100630,1.0,-7.7,0.0,0.0
ZINC000004098726,EOS100223,1.0,-7.7,0.0,0.0
ZINC000008610994,EOS868,1.0,-7.7,0.0,0.0
ZINC000033048864,EOS816,1.0,-7.7,0.0,0.0
ZINC000000136945,EOS101206,1.0,-7.7,0.0,0.0
ZINC000012421351,EOS1762,1.0,-7.7,0.0,0.0
ZINC000000608382,,1.0,-7.7,0.0,0.0
ZINC000064979477,EOS962,1.0,-7.7,0.0,0.0
ZINC000015732729,EOS741,1.0,-7.7,0.0,0.0
,EOS101182,1.0,-7.7,0.0,0.0
ZINC000065232509,EOS1324,1.0,-7.7,0.0,0.0
ZINC000000538312,EOS101648,1.0,-7.7,0.0,0.0
,EOS705,1.0,-7.7,0.0,0.0
ZINC000065007968,EOS1077,1.0,-7.7,0.0,0.0
ZINC000002005305,,1.0,-7.7,0.0,0.0
ZINC000043202385,EOS100539,1.0,-7.7,0.0,0.0
,EOS640,1.0,-7.7,0.0,0.0
ZINC000002891063,EOS2080,1.0,-7.7,0.0,0.0
ZINC000065210532,EOS1274,1.0,-7.7,0.0,0.0
ZINC000035653007,,1.0,-7.7,0.0,0.0
,EOS1342,1.0,-7.7,0.0,0.0
,EOS1555,1.0,-7.7,0.0,0.0
,EOS2221,1.0,-7.7,0.0,0.0
ZINC000068248918,EOS100461,1.0,-7.7,0.0,0.0
ZINC000065134600,EOS1198,1.0,-7.7,0.0,0.0
ZINC000006681795,EOS1798,1.0,-7.7,0.0,0.0
,EOS1201,1.0,-7.7,0.0,0.0
ZINC000067338986,EOS2437,1.0,-7.7,0.0,0.0
ZINC000009504660,EOS1047,1.0,-7.7,0.0,0.0
,EOS100327,1.0,-7.7,0.0,0.0
ZINC000029045411,EOS100251,1.0,-7.7,0.0,0.0
ZINC000000009090,EOS100907,1.0,-7.7,0.0,0.0
ZINC000003991693,EOS101247,1.0,-7.7,0.0,0.0
,EOS1014,1.0,-7.7,0.0,0.0
ZINC000052509466,EOS100657,1.0,-7.7,0.0,0.0
ZINC000020734244,EOS2330,1.0,-7.7,0.0,0.0
ZINC000064591133,EOS752,1.0,-7.7,0.0,0.0
ZINC000003874498,,1.0,-7.7,0.0,0.0
ZINC000014559679,EOS1892,1.0,-7.7,0.0,0.0
ZINC000019796168,,1.0,-7.7,0.0,0.0
ZINC000003810860,EOS100005,1.0,-7.7,0.0,0.0
ZINC000011905163,EOS693,1.0,-7.7,0.0,0.0
ZINC000103105084,,1.0,-7.7,0.0,0.0
ZINC000004536172,EOS2259,1.0,-7.7,0.0,0.0
ZINC000095803998,EOS100420,1.0,-7.7,0.0,0.0
ZINC000101803437,EOS682,1.0,-7.7,0.0,0.0
ZINC000002345050,EOS1999,1.0,-7.7,0.0,0.0
ZINC000028232750,,1.0,-7.7,0.0,0.0
ZINC000004483816,EOS1023,1.0,-7.7,0.0,0.0
ZINC000013831141,,1.0,-7.7,0.0,0.0
ZINC000096398043,EOS1353,1.0,-7.7,0.0,0.0
ZINC000000601283,EOS98631,1.0,-7.7,0.0,0.0
ZINC000065362262,EOS1833,1.0,-7.7,0.0,0.0
ZINC000013829341,EOS100153,1.0,-7.7,0.0,0.0
ZINC000089630357,EOS101250,1.0,-7.7,0.0,0.0
ZINC000084441937,,1.0,-7.7,0.0,0.0
ZINC000012201314,EOS339,1.0,-7.7,0.0,0.0
,EOS2282,1.0,-7.7,0.0,0.0
ZINC000012201077,EOS182,1.0,-7.7,0.0,0.0
ZINC000049637509,,1.0,-7.7,0.0,0.0
,EOS851,1.0,-7.7,0.0,0.0
ZINC000064761010,EOS1370,1.0,-7.7,0.0,0.0
ZINC000065196840,EOS1259,1.0,-7.7,0.0,0.0
ZINC000096170461,EOS100404,1.0,-7.7,0.0,0.0
ZINC000004338391,EOS801,1.0,-7.7,0.0,0.0
ZINC000021146691,EOS1053,1.0,-7.7,0.0,0.0
ZINC000000313412,EOS493,1.0,-7.7,0.0,0.0
ZINC000004968115,EOS258,1.0,-7.7,0.0,0.0
ZINC000003978503,EOS100903,1.0,-7.7,0.0,0.0
ZINC000065000741,EOS1069,1.0,-7.6,0.0,0.0
ZINC000057179743,EOS308,1.0,-7.6,0.0,0.0
ZINC000065215706,EOS1287,1.0,-7.6,0.0,0.0
ZINC000065062004,EOS1126,1.0,-7.6,0.0,0.0
ZINC000060329723,EOS100963,1.0,-7.6,0.0,0.0
,EOS1304,1.0,-7.6,0.0,0.0
ZINC000100999362,EOS1911,1.0,-7.6,0.0,0.0
ZINC000004936684,EOS489,1.0,-7.6,0.0,0.0
ZINC000584905559,EOS100278,1.0,-7.6,0.0,0.0
ZINC000001978142,EOS2078,1.0,-7.6,0.0,0.0
ZINC000096101783,EOS1254,1.0,-7.6,0.0,0.0
ZINC000003875028,EOS101036,1.0,-7.6,0.0,0.0
ZINC000003870412,EOS98622,1.0,-7.6,0.0,0.0
ZINC000000538564,,1.0,-7.6,0.0,0.0
ZINC000084758479,EOS100619,1.0,-7.6,0.0,0.0
ZINC000015085636,EOS651,1.0,-7.6,0.0,0.0
ZINC000015867772,EOS998,1.0,-7.6,0.0,0.0
,EOS215,1.0,-7.6,0.0,0.0
ZINC000029571072,,1.0,-7.6,0.0,0.0
ZINC000008022594,EOS101369,1.0,-7.6,0.0,0.0
ZINC000218276107,EOS115,1.0,-7.6,0.0,0.0
ZINC000064567096,EOS1152,1.0,-7.6,0.0,0.0
ZINC000001997127,,1.0,-7.6,0.0,0.0
ZINC000020853742,EOS455,1.0,-7.6,0.0,0.0
ZINC000003830500,EOS100358,1.0,-7.6,0.0,0.0
ZINC000097940972,EOS1379,1.0,-7.6,0.0,0.0
,EOS1316,1.0,-7.6,0.0,0.0
ZINC000117445039,EOS100416,1.0,-7.6,0.0,0.0
,EOS1336,1.0,-7.6,0.0,0.0
,EOS100496,1.0,-7.6,0.0,0.0
ZINC000019862621,EOS101075,1.0,-7.6,0.0,0.0
ZINC000168520308,EOS101229,1.0,-7.6,0.0,0.0
,EOS199,1.0,-7.6,0.0,0.0
ZINC000009191806,EOS676,1.0,-7.6,0.0,0.0
ZINC000065198194,EOS1264,1.0,-7.6,0.0,0.0
,EOS843,1.0,-7.6,0.0,0.0
,EOS100246,1.0,-7.6,0.0,0.0
ZINC000096114667,EOS89,1.0,-7.6,0.0,0.0
ZINC000097938476,EOS1289,1.0,-7.6,0.0,0.0
,EOS345,1.0,-7.6,0.0,0.0
ZINC000006181198,EOS1036,1.0,-7.6,0.0,0.0
ZINC000001539579,EOS101376,1.0,-7.6,0.0,0.0
ZINC000143989489,EOS100528,1.0,-7.6,0.0,0.0
ZINC000000897469,EOS100497,1.0,-7.6,0.0,0.0
ZINC000029149486,EOS1103,1.0,-7.6,0.0,0.0
ZINC000035512676,EOS1079,1.0,-7.6,0.0,0.0
ZINC000036520252,EOS101071,1.0,-7.6,0.0,0.0
ZINC000007708348,EOS2121,1.0,-7.6,0.0,0.0
ZINC000584905009,EOS100427,1.0,-7.6,0.0,0.0
,EOS135,1.0,-7.6,0.0,0.0
ZINC000033114325,EOS1063,1.0,-7.6,0.0,0.0
ZINC000010188139,EOS849,1.0,-7.6,0.0,0.0
ZINC000000619174,EOS2274,1.0,-7.6,0.0,0.0
ZINC000005032265,EOS502,1.0,-7.6,0.0,0.0
ZINC000021935474,EOS834,1.0,-7.6,0.0,0.0
ZINC000004840587,EOS2107,1.0,-7.6,0.0,0.0
ZINC000001051151,EOS1954,1.0,-7.6,0.0,0.0
ZINC000006749796,EOS528,1.0,-7.6,0.0,0.0
ZINC000065119042,EOS1179,1.0,-7.6,0.0,0.0
ZINC000005049235,EOS1888,1.0,-7.6,0.0,0.0
ZINC000035481697,EOS1692,1.0,-7.6,0.0,0.0
ZINC000021931515,EOS800,1.0,-7.6,0.0,0.0
,EOS83,1.0,-7.6,0.0,0.0
,EOS1238,1.0,-7.6,0.0,0.0
,EOS907,1.0,-7.6,0.0,0.0
ZINC000013361336,EOS1138,1.0,-7.6,0.0,0.0
ZINC000003817388,EOS101083,1.0,-7.6,0.0,0.0
ZINC000003871023,EOS100521,1.0,-7.6,0.0,0.0
,EOS386,1.0,-7.6,0.0,0.0
,EOS669,1.0,-7.6,0.0,0.0
ZINC000033359230,EOS100594,1.0,-7.6,0.0,0.0
ZINC000009858696,EOS505,1.0,-7.6,0.0,0.0
ZINC000100566710,EOS98585,1.0,-7.6,0.0,0.0
ZINC000016652347,EOS1815,1.0,-7.6,0.0,0.0
ZINC000020733041,EOS269,1.0,-7.6,0.0,0.0
,EOS2174,1.0,-7.6,0.0,0.0
ZINC000032102331,EOS73,1.0,-7.6,0.0,0.0
ZINC000003873936,,1.0,-7.6,0.0,0.0
ZINC000575623807,EOS100448,1.0,-7.6,0.0,0.0
ZINC000003873921,,1.0,-7.6,0.0,0.0
ZINC000095481194,EOS219,1.0,-7.6,0.0,0.0
ZINC000020546318,EOS2140,1.0,-7.6,0.0,0.0
ZINC000004475274,EOS101088,1.0,-7.6,0.0,0.0
ZINC000015777976,EOS797,1.0,-7.6,0.0,0.0
ZINC000006528385,EOS901,1.0,-7.6,0.0,0.0
ZINC000000527976,EOS1907,1.0,-7.6,0.0,0.0
ZINC000097096795,EOS1390,1.0,-7.6,0.0,0.0
ZINC000006427488,EOS2286,1.0,-7.6,0.0,0.0
ZINC000001546077,EOS100265,1.0,-7.6,0.0,0.0
,EOS100208,1.0,-7.6,0.0,0.0
ZINC000071285746,EOS1013,1.0,-7.6,0.0,0.0
ZINC000001075007,EOS1890,1.0,-7.6,0.0,0.0
ZINC000020355750,EOS517,1.0,-7.6,0.0,0.0
ZINC000033269516,EOS960,1.0,-7.6,0.0,0.0
ZINC000010104928,EOS663,1.0,-7.6,0.0,0.0
ZINC000003943521,EOS100464,1.0,-7.6,0.0,0.0
,EOS2378,1.0,-7.6,0.0,0.0
,EOS662,1.0,-7.6,0.0,0.0
,EOS806,1.0,-7.6,0.0,0.0
ZINC000015106230,EOS2198,1.0,-7.6,0.0,0.0
,EOS1530,1.0,-7.6,0.0,0.0
,EOS2312,1.0,-7.6,0.0,0.0
ZINC000002880653,EOS2028,1.0,-7.6,0.0,0.0
,EOS1623,1.0,-7.6,0.0,0.0
ZINC000263588760,EOS19,1.0,-7.6,0.0,0.0
ZINC000065138078,EOS1209,1.0,-7.6,0.0,0.0
ZINC000013520815,EOS101124,1.0,-7.6,0.0,0.0
ZINC000009212428,,1.0,-7.6,0.0,0.0
ZINC000002872345,EOS1951,1.0,-7.6,0.0,0.0
ZINC000004310972,EOS2211,1.0,-7.6,0.0,0.0
,EOS101037,1.0,-7.6,0.0,0.0
ZINC000261508838,EOS100542,1.0,-7.6,0.0,0.0
ZINC000095504909,EOS100217,1.0,-7.6,0.0,0.0
ZINC000114879021,EOS100206,1.0,-7.6,0.0,0.0
ZINC000095578650,EOS100914,1.0,-7.6,0.0,0.0
ZINC000096221053,EOS158,1.0,-7.6,0.0,0.0
ZINC000205126451,EOS100081,1.0,-7.6,0.0,0.0
ZINC000005268883,EOS917,1.0,-7.6,0.0,0.0
ZINC000065237421,EOS1329,1.0,-7.6,0.0,0.0
ZINC000007708568,EOS2150,1.0,-7.6,0.0,0.0
ZINC000008577218,,1.0,-7.6,0.0,0.0
,EOS2007,1.0,-7.6,0.0,0.0
ZINC000006717453,EOS101184,1.0,-7.6,0.0,0.0
,EOS1593,1.0,-7.6,0.0,0.0
ZINC000000000655,,1.0,-7.6,0.0,0.0
ZINC000049643479,,1.0,-7.6,0.0,0.0
ZINC000004249845,EOS935,1.0,-7.6,0.0,0.0
ZINC000000001984,EOS100758,1.0,-7.6,0.0,0.0
ZINC000100036924,,1.0,-7.6,0.0,0.0
ZINC000002873791,EOS1978,1.0,-7.6,0.0,0.0
ZINC000001530948,,1.0,-7.6,0.0,0.0
,EOS501,1.0,-7.6,0.0,0.0
ZINC000006784725,EOS450,1.0,-7.6,0.0,0.0
ZINC000001695093,EOS1891,1.0,-7.6,0.0,0.0
,EOS100824,1.0,-7.6,0.0,0.0
ZINC000167915141,EOS100455,1.0,-7.6,0.0,0.0
ZINC000004791035,EOS443,1.0,-7.6,0.0,0.0
ZINC000068197809,EOS101308,1.0,-7.6,0.0,0.0
ZINC000020279884,EOS482,1.0,-7.6,0.0,0.0
ZINC000028467879,,1.0,-7.6,0.0,0.0
ZINC000013558220,EOS100082,1.0,-7.6,0.0,0.0
ZINC000075509407,EOS1276,1.0,-7.6,0.0,0.0
ZINC000004820426,EOS2059,1.0,-7.6,0.0,0.0
ZINC000033127246,EOS1096,1.0,-7.6,0.0,0.0
ZINC000006718442,EOS101217,1.0,-7.6,0.0,0.0
ZINC000065228450,EOS1306,1.0,-7.6,0.0,0.0
,EOS1308,1.0,-7.6,0.0,0.0
,EOS548,1.0,-7.6,0.0,0.0
ZINC000016776909,EOS405,1.0,-7.6,0.0,0.0
ZINC000065129122,EOS1187,1.0,-7.6,0.0,0.0
ZINC000252507620,EOS32,1.0,-7.6,0.0,0.0
ZINC000000538065,,1.0,-7.6,0.0,0.0
,EOS1564,1.0,-7.6,0.0,0.0
ZINC000000255429,EOS100490,1.0,-7.6,0.0,0.0
ZINC000036358233,EOS54,1.0,-7.6,0.0,0.0
ZINC000003918453,,1.0,-7.6,0.0,0.0
ZINC000065113869,EOS1163,1.0,-7.6,0.0,0.0
ZINC000040442496,EOS100699,1.0,-7.6,0.0,0.0
ZINC000065239958,EOS1333,1.0,-7.6,0.0,0.0
ZINC000000537791,,1.0,-7.6,0.0,0.0
ZINC000001611274,,1.0,-7.6,0.0,0.0
ZINC000003917708,,1.0,-7.6,0.0,0.0
ZINC000057511605,EOS1114,1.0,-7.6,0.0,0.0
ZINC000079477908,EOS167,1.0,-7.6,0.0,0.0
ZINC000009520883,EOS969,1.0,-7.6,0.0,0.0
,EOS383,1.0,-7.6,0.0,0.0
ZINC000000859990,EOS2215,1.0,-7.6,0.0,0.0
ZINC000065247321,EOS1351,1.0,-7.6,0.0,0.0
,EOS100261,1.0,-7.6,0.0,0.0
ZINC000017287949,EOS887,1.0,-7.6,0.0,0.0
ZINC000065113916,EOS1164,1.0,-7.6,0.0,0.0
ZINC000065246994,EOS1348,1.0,-7.6,0.0,0.0
,EOS1442,1.0,-7.6,0.0,0.0
ZINC000096332381,EOS1151,1.0,-7.6,0.0,0.0
ZINC000001999441,,1.0,-7.6,0.0,0.0
ZINC000011681563,,1.0,-7.6,0.0,0.0
,EOS828,1.0,-7.6,0.0,0.0
ZINC000004098633,,1.0,-7.6,0.0,0.0
ZINC000009458454,EOS100711,1.0,-7.6,0.0,0.0
ZINC000013731975,EOS1847,1.0,-7.6,0.0,0.0
,EOS100154,1.0,-7.6,0.0,0.0
ZINC000033275039,EOS1072,1.0,-7.6,0.0,0.0
,EOS100266,1.0,-7.6,0.0,0.0
,EOS1706,1.0,-7.6,0.0,0.0
ZINC000067602017,EOS2414,1.0,-7.5,0.0,0.0
,EOS1854,1.0,-7.5,0.0,0.0
ZINC000003909116,EOS438,1.0,-7.5,0.0,0.0
ZINC000215506620,EOS100056,1.0,-7.5,0.0,0.0
ZINC000001536109,,1.0,-7.5,0.0,0.0
ZINC000038995988,EOS100746,1.0,-7.5,0.0,0.0
,EOS499,1.0,-7.5,0.0,0.0
,EOS18,1.0,-7.5,0.0,0.0
ZINC000033129743,EOS1110,1.0,-7.5,0.0,0.0
ZINC000064760750,EOS1369,1.0,-7.5,0.0,0.0
ZINC000016624350,EOS1766,1.0,-7.5,0.0,0.0
ZINC000003831404,EOS101583,1.0,-7.5,0.0,0.0
,EOS100425,1.0,-7.5,0.0,0.0
,EOS100252,1.0,-7.5,0.0,0.0
,EOS1546,1.0,-7.5,0.0,0.0
ZINC000026662090,EOS2369,1.0,-7.5,0.0,0.0
,EOS1669,1.0,-7.5,0.0,0.0
ZINC000009228281,EOS728,1.0,-7.5,0.0,0.0
ZINC000100139199,EOS2438,1.0,-7.5,0.0,0.0
ZINC000006732893,EOS471,1.0,-7.5,0.0,0.0
ZINC000012414836,EOS1025,1.0,-7.5,0.0,0.0
ZINC000252507571,EOS25,1.0,-7.5,0.0,0.0
ZINC000020148984,EOS100656,1.0,-7.5,0.0,0.0
ZINC000000203238,EOS359,1.0,-7.5,0.0,0.0
ZINC000001481815,,1.0,-7.5,0.0,0.0
ZINC000028232746,,1.0,-7.5,0.0,0.0
ZINC000018324776,,1.0,-7.5,0.0,0.0
ZINC000065150862,EOS1216,1.0,-7.5,0.0,0.0
ZINC000065034766,EOS1106,1.0,-7.5,0.0,0.0
ZINC000021019700,EOS778,1.0,-7.5,0.0,0.0
ZINC000006733207,EOS449,1.0,-7.5,0.0,0.0
ZINC000049006279,EOS1189,1.0,-7.5,0.0,0.0
ZINC000000528131,EOS1912,1.0,-7.5,0.0,0.0
ZINC000001490073,EOS100622,1.0,-7.5,0.0,0.0
ZINC000065086137,EOS1134,1.0,-7.5,0.0,0.0
ZINC000001980228,EOS2100,1.0,-7.5,0.0,0.0
,EOS1653,1.0,-7.5,0.0,0.0
ZINC000065255153,EOS1371,1.0,-7.5,0.0,0.0
ZINC000138076148,EOS100632,1.0,-7.5,0.0,0.0
ZINC000033268643,EOS894,1.0,-7.5,0.0,0.0
ZINC000000217157,EOS1037,1.0,-7.5,0.0,0.0
,EOS930,1.0,-7.5,0.0,0.0
ZINC000000330549,EOS2204,1.0,-7.5,0.0,0.0
ZINC000018128386,EOS100828,1.0,-7.5,0.0,0.0
ZINC000043208218,EOS100204,1.0,-7.5,0.0,0.0
ZINC000049783788,,1.0,-7.5,0.0,0.0
ZINC000000020243,,1.0,-7.5,0.0,0.0
ZINC000003818726,,1.0,-7.5,0.0,0.0
,EOS100686,1.0,-7.5,0.0,0.0
ZINC000002320117,EOS98588,1.0,-7.5,0.0,0.0
