,ID,SMILES
89,PV-005237810668,O=C(NC1=CN=C(CC2=CC=C(F)C=C2)N=C1)C1=NC=CN=C1C1=CC=NC=C1
90,Z1334415795,CC1=CNC(=O)N1C1=CC=CC(C(=O)NCC2=CC(OC3=CC=C(F)C(F)=C3)=CC=N2)=C1
91,Z1334417060,O=C(NCC1=CC(OC2=CC=C(F)C(F)=C2)=CC=N1)C1=NN(C2=CC=C(F)C=C2)N=C1
92,Z1102250501,CCOC1=CN(C2=CC=CC=C2)N=C1C(=O)N(CC(N)=O)CC1=CC=C(C2=CC=CC=C2)C=C1
93,Z806834104,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)CC(O)(C1=CC=CC=C1)C(F)(F)F
94,PV-007269210363,O=C(NC1=CC=CC(NC(=O)C2=CN=C(O)C3=CN=CC=C23)=C1)C1=CC=C(F)C=C1
95,PV-008070788630,CN(C(=O)C1=CC(=O)C2=C(C=CC=C2O)O1)C1=CC=CC(C(O)C2=CC=CC=C2)=C1
96,Z4984252114,O=C(NCC1=CC(O)=CN=C1)C1=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=NNC1=O
97,Z5278940239,COC1=CC=C(CC(NC(=O)C2=CC=C3C(=O)N(C)C(=O)NC3=C2)C2=CC=CC=C2)C=C1OC
98,PV-002468165402,O=C(OCC1=NN(C2=CC=C(F)C=C2F)C=C1)C1=CC=CN=C1C1=CC=NC=C1
99,Z7746844846,NC(=O)C1=CC(NC(=O)C2=C(C3=CC=C(F)C(F)=C3)C=CO2)=NC2=CC=CC=C12
100,Z806833616,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)C1=CC2=CC(F)=CC=C2N1
101,PV-008666878785,O=C(OCC1=CC=C(C2=CC=C3OC(=O)NC(=O)C3=C2)C=C1)C1=CC=CC=C1O
102,PV-008432470269,CN1C=CC2=CC(NC(=O)C3=CC(C4=CC=CC=C4F)=CN=C3O)=CC=C2C1=O
103,Z4493310579,COC(=O)C1=CC([C@H](C)NC(=O)C2=CC=C(C3=CC=CC=C3C3=NNN=N3)C=C2)=CC=C1OC
104,Z5278802481,COC1=CC=CC(C(O)CN(CC2=CC=CC=C2)C(=O)C2=CC=C3C(=O)N(C)C(=O)NC3=C2)=C1
105,PV-009780094720,O=C(NC1=NOC=C1C1=CC=C(F)C=C1F)C1=CC(=O)N(C2=CC=CC=C2)N=C1
106,PV-008052835408,CC1=CNC(=O)N1C1=CC=CC(C(=O)NCC2=CC=C(C3=CC=CN=C3)C(F)=C2)=C1
107,Z5444760153,COC1=CC=C(C(=O)NC(C(=O)NC2=CC=C(C3=NNN=C3)C=C2)C2=CC=CC=C2)C=C1
108,Z1544021420,O=C(NC(C(=O)NC1=CN(C2=NC=CC=C2Cl)N=C1)C1=CC=CC=C1)C1=CC=CC=C1
109,Z3290632082,CC1=CC=CN2C(=O)C(C(=O)OCC3=COC(C4=CC=CC=C4C(F)(F)F)=N3)=CN=C12
110,Z7629188154,CC1=CC2=CC(CNC(=O)C3=CC=C(O)C=C3C3=CC=CC=C3)=CC=C2NC1=O
111,PV-007353668692,COC1=CC=C(C(=O)C2=CC=CC=C2C(=O)NC2=CC(CO)=CC(F)=C2)C=C1F
112,PV-007453808793,O=C(NCC1=NC=CC=C1C1=CC=CC=C1)C1=NN(C2=CC=CC(F)=C2)C=C1O
113,Z1172698307,N#CC1=CC(CC2=CN=C(NC(=O)C3=NN(C4=CC(F)=CC=C4)C=CC3=O)S2)=CC=C1
114,PV-009330939494,CN1C=C(C2=CC=CC(C(=O)NC3=C(C#N)C(=O)N(C4=CC=CC=C4)C=C3)=C2)C=N1
115,PV-004547330245,O=C(NCC1=CC=CC2=NON=C12)C1=CC(F)=C(F)C=C1C(=O)C1=CC=CC=C1
116,Z1481661788,O=C(NC1=CC=C2C(=C1)C=NN2C(F)F)C1=CN(C2=CC=CC=C2F)C(=O)C=C1
117,PV-009662480198,O=C(NC1=CC2=NN(C(F)F)C=C2C=C1)C1=CN(C2=CC=C(F)C=C2)C(=O)C=C1
118,PV-008568608535,O=C(NC1=CC=C(F)C(C2=CN(C3=C(F)C=CC=C3F)N=N2)=C1)C1=CC=NC=N1
119,Z1952780980,O=C(NCC1=CC=CC=C1OC1=CC=CC=N1)C1=CC(F)=CC=C1N1C=CC=N1
120,PV-008787871459,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)C1=COC2=CC=C(O)C=C12
121,PV-008771276300,CC(NC(=O)C1=CC=C(N2C=CC3=CC=CC=C32)C=C1)C1=CC=C(O)C(C(N)=O)=C1
122,Z7694161172,O=C(NC1=CC=C(OCC2=CN=CC=N2)C=C1)C1=CC(=O)N(C2=CC=CC=C2)N=C1
123,PV-008926446962,NC1=NN=CC(C2=CC=CC(C(=O)NCC3=CC=C(C4=CC=CC=N4)C(F)=C3)=C2)=N1
124,PV-005771469738,O=C(NC1=CC=C(OC2=CC=C(CO)C=C2)C=C1)C1=CC=C2C=CN=C(O)C2=N1
125,PV-007166283421,O=C(NCC1=NC=CC=C1C1=CC=C(F)C=C1)C(C1=CC=CC=C1)N1C=CC=N1
126,Z2229816412,CN(CC(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)C1=CC=NC(C2=NNC=C2)=C1
127,Z1347931716,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)CCC1=NC2=C(F)C=CC=C2N1
128,Z1148279846,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)CC1=CC=CC(OC(F)F)=C1
129,PV-007334455250,O=C(CC1=NN(C2=CC=C(F)C=C2)C=C1)NC1=CN(C2=C(F)C=CC=C2F)N=C1
130,PV-009791701528,O=C(NC1=NN(C2=CC(F)=CC(F)=C2)C=N1)C1=CC=C(N2C=CC=C2)C(F)=C1
131,PV-009166046513,O=C(NC1=CC(=O)NC2=CC=NC=C12)C1=CC=C(C2=CC=CC=C2)C(F)=C1
132,Z7794876721,NC(=O)C1=CC(NC(=O)C2=NOC=C2C2=CC=C(F)C=C2F)=NC2=CC=CC=C12
133,PV-007579051062,O=C(OCC1=CC=CC=C1)C(F)(F)C1=CC=CC(C2=CC=CC3=C2NC(=O)N3)=N1
134,PV-006063283760,O=C(O)C1=CN(C2=CC=CC(C3=CC(CN4C=CN=C4)=CC(F)=C3)=C2)C(=O)C=C1
135,PV-007908110878,COC(=O)CC1=CC=C(F)C=C1C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1
136,PV-007225588799,NCC1=CC=CC=C1C1=CC=CC(C(=O)NC2=CC=CC3=C2NC(=O)C=C3)=C1
137,Z7593958773,CN1C(C(=O)NC2=CC=C3C=CN=CC3=C2)=CC=C1C(=O)C1=CC=CC=C1F
138,PV-009864768734,NC(=O)CN(CC1=CC=C(C2=CC=CC=C2)C=C1)C(=O)C1=CN2C=CC(F)=CC2=N1
139,PV-007345176130,O=C(NC(CC1=CC=CC=C1)C(O)C1=CC=CC=C1)C1=CC=C2C=CN=C(O)C2=N1
140,Z1841298560,COC1=CC=C(CCNC(=O)C2=NC=CC=C2OCC2=CC=NC=C2)C2=CC=CC=C12
141,PV-008100195389,N#CCC1=CC=C(OC2=CC=C(NC(=O)C3=CC=C(C4=NNC=N4)N=C3)C=C2)C=C1
142,PV-009100700320,COC(=O)C1=CC=CC2=C(CNC(=O)C3=CN=C(C4=CC=CC=N4)N=C3)C=CC=C12
143,Z1747758904,CC1=NC2=CC=CC=C2N(CCNC(=O)C2=CC=CC(N3N=CC=C3C(F)(F)F)=C2)C1=O
144,Z1348145683,CC1=C(C2=CC=CC=C2)C=C(C(=O)NCC2=NOC(C3=CC=C(F)C=C3)=N2)C(=O)N1
145,PV-009094163331,COC(=O)C1=CC=NC(O)=C1NC(=O)C1=CC=C(N2C=CC3=CC=CC=C32)C=C1
146,PV-005543987365,O=C(NCC1=CC=C(OC2=CC=CC=C2)C=N1)C1=CN(C2=CC(O)=CC=C2)N=C1
147,PV-009952971960,NC(=O)C1=CC2=CC=CC(NC(=O)C3=CC(C4=CC=CC=N4)=CC(F)=C3)=C2N1
148,PV-008035545675,CC1=NC(O)=C2C=C(NC(=O)C3=CC(C4=C(F)C=C(F)C=C4F)=NO3)C=CC2=N1
149,Z5278820896,CN1C(=O)NC2=CC(C(=O)NC3=CC=CC(Cl)=C3SC3=CC=CC=N3)=CC=C2C1=O
150,PV-007990437349,COC1=CC(C)=CC=C1CN1C(=O)NC2=CC(OCC3=CC=CC=C3)=CC=C2C1=O
151,Z7628990275,O=C(NC(CN1C=CC=CC1=O)C1=CC=CC=C1)C1=CC2=C(N1)C(F)=CC=C2O
152,PV-008649251673,O=C(NCC1=CC=C(N2C=CN=C2)C=N1)C1=CC(C2=CC=CC=C2F)=CN=C1O
153,PV-007016900214,CN1N=C(C(=O)NCC2=CC(C3=CC(O)=CC=C3)=CC=C2)C(=O)C2=CC=CC=C21
154,PV-005055776227,O=C(OCC1=CC(F)=CC=C1C(F)(F)F)C1=CC=CC(C2=NNC(=O)C=C2)=C1
155,PV-006143094398,NC(=O)C(NC(=O)C1=COC2=C(F)C=C(F)C=C12)C1=CC=C2C=CC=CC2=C1
156,PV-009824332154,CN(CC1=CC=CNC1=O)C(=O)C1=CC=CC=C1C1=CC=C(CN2C=CN=C2)C=C1
157,PV-004245234040,O=C(NC1=CC(C2=NN=NN2)=CC=C1F)C1=CC=NC=C1OC1=CC=C(F)C=C1
158,Z1352062773,O=C(COC1=CC=CC(OC2=CC=CC=N2)=C1)OCC1=CC=C(N2C=CN=C2)N=C1
159,PV-005618621053,COC1=CC=CC=C1C1=CC=C(C(=O)NCC2=CNC3=CC=C(F)C=C23)C(=O)N1
160,Z1280730742,O=C(NC1=CC=C(OC2=CC=CC=C2)N=C1)C1=NN(C2=CC=CC=C2)C=C1O
161,PV-009932599841,N#CC1=CC=NC(N(CC2=CC=C(F)C=C2F)C(=O)C2=CNC3=CC=CN=C23)=C1
162,PV-006392762879,NC1=CC(C(=O)NC2=CC(NC(=O)C3=CC4=CC=CC=C4N3)=CC=C2)=NC=C1F
163,PV-004966005891,COC(=O)C1=NC(NC(=O)C2=CN(C3=CC(F)=CC=C3)N=C2)=CC2=CC=CC=C12
164,PV-007191817093,O=C(NCC1=CC=CC2=C1OC(=O)N2)C1=CC(N2C=CC=C2)=CC(C(F)(F)F)=C1
165,PV-008608085564,O=C(NC(CO)C1=CC=CC(F)=C1F)C1=CC(C2=CC=CC=C2)=NC2=CC=NN12
166,Z2191312650,CN1N=CC2=CC=C(CNC(=O)NCC3=CC(OC4=CC=C(F)C(F)=C4)=CC=N3)C=C21
167,PV-007161861504,COC(=O)C1=CC=C2N=C(C(=O)NC3=NN(C4=CC=C(F)C=C4)C=C3)C=CC2=C1
168,PV-009268508239,CN1N=CC(C2=CC=C(F)C=C2F)=C1NC(=O)CC1=CC2=CC=CC=C2C(=O)O1
169,PV-006809564607,CC(NC(=O)C1=C2NC=CC(=O)N2N=C1)C1=CC=CC=C1C1=CC=C(F)C=C1F
170,PV-007461030223,O=C(NC1=CC=C2C(=O)NC=NC2=C1)C1=CC(C2=CC=CC=C2C(F)(F)F)=NN1
171,Z2032489720,CC1=CC=C(S(=O)(=O)NC2=CC(NC(=O)C3=CN4C(C)=NC=C4C=C3)=CC=C2F)C=C1
172,PV-004246457694,O=C(CC1=CC2=CN=CN2C=C1)NCC1=CC(OC2=CC=C(F)C(F)=C2)=CC=N1
173,PV-001815413926,O=C(NC1=C2OCOC2=CC=C1F)C1=CC(=O)C(OCC2=CC=C(F)C=C2)=CO1
174,PV-005746986711,N#CC1=CC=C(C2=CC=CC(COC(=O)C3=CC4=NN=CN4C=C3)=C2)C=C1F
175,PV-004358513385,O=C(NC1=C(F)C=CC=C1N1C=CC=N1)C1=CC(=O)N(C2=CC=CC=C2)N=C1
176,Z3824422011,N[C@@H](CC1=CC=CC(NC(=O)C2=C3N=C(C4=CC=CC=C4)C=C(C(F)F)N3N=C2)=C1)C(=O)O
177,PV-005082213000,N#CCC1=CC=C(OCC2=CC(NC(=O)C3=CC=NC4=NC=CN=C34)=CC=C2)C=C1
178,PV-009410494969,O=C(NC1=CC=C(C2=CC(F)=CC=C2)C=C1)NC1=CC=C2C(=O)NC(=O)NC2=N1
179,PV-007704505323,CC1=CC(OCC2=CC(C#N)=CC=C2F)=CC=C1NC(=O)C1=NC2=NC=CN2C=C1
180,PV-008005866627,O=C(NCC1=CC=C(C2=CNC(=O)C=C2)C=C1)C1=CC(C2=CC=CC=C2)=NC(O)=C1
181,PV-008056421939,O=C(NCC1=CC=C(C2=CNC(=O)C=C2)C=C1)C1=CC=C(C2=CN=CN=C2)C=C1F
182,Z1443005937,COC1=CC=CC(CC(NC(=O)C2=CC=CC(N3N=CC(C#N)=C3N)=C2)C2=CC=CC=C2)=C1
183,Z5278776686,CN1C(=O)NC2=CC(C(=O)N(CC(N)=O)CC3=CC=CC(OC4=CC=CC=C4)=C3)=CC=C2C1=O
184,Z1784225646,O=C(NC(C1=CC=CC(C(F)(F)F)=C1)C1=NN=CN1)C1=NN(C2=CC=CC=C2F)C=C1O
185,PV-007801349591,N#CC1=CC(COC(=O)C2=CC=C3NC(=O)N(CC4=CC=CC=C4)C3=C2)=CC=C1F
186,Z5278939972,CC1=C(NC(=O)C2=CC=C3C(=O)N(C)C(=O)NC3=C2)C=CC=C1C(=O)NC1=CC=CC=C1
187,Z7575728510,O=C(NC1=CN(C2=CC=CC=C2)C(=O)C=C1)C1=CC(O)=NN1C1=CC=CC=C1F
188,PV-005792602211,O=C1C2=C(C=C(F)C(F)=C2)C(C2=CC=CC=C2)=NN1C1=C(F)C(CO)=CC=N1
189,PV-008353257466,CN1C=CC(C(NC(=O)C2=CC(C3=CC=CC=C3F)=CN=C2O)C2=CC=CC=C2)=N1
190,PV-009452776798,N#CC1=CC=CC=C1COC1=CC=C(C(=O)NC2=CC(=O)NC3=CN=CC=C23)C=C1
191,PV-007491325525,O=C(NCC1=NN=C(CC2=CC=C(F)C=C2)N1)C1=CC=C(O)C=C1C1=CC=CC=C1
192,PV-006848601362,O=C(NC1=CC(C2=CC=C(F)C=C2F)=CC=C1)C1=CC=C(N2N=NNC2=O)C=C1
193,PV-006662541138,O=C(NC1=CC=C2N=CN(C3=CC=CC=C3)C(=O)C2=C1)C(F)(F)C1=CC=CN=C1
194,PV-008303639954,CN1C=NC=C1C1=CC(F)=CC=C1C(=O)NC1=CC=CN(C2=CC=CC=C2)C1=O
195,PV-008630723351,COC(=O)C1=CC=CC2=C1C=NN(CC1=CC=CC=C1OCC1=CC=CC=C1)C2=O
196,PV-007438352093,CC1=NC2=C(C3=CC=C(COC(=O)C4=CC=CC=C4O)C=C3)C=CC=C2C(=O)N1C
197,PV-009321392456,N#CC1=C(NC(=O)C(F)(F)/C=C/C2=CC=CC=C2)C=CN(C2=CC=CC=C2)C1=O
198,PV-004941765180,O=C(NCC1=CC=C(C2=CNC(=O)C=C2)C=C1)C1=C(F)N(C2=CC=CC=C2)N=C1
199,PV-002147774493,CC1=CC(NC(=O)C2=CC(F)=C(F)C=C2C(=O)C2=CC=CC=C2)=CC(C(N)=O)=C1
200,PV-004458887518,COC1=CC=C(F)C=C1C1=CN=CC(COC2=CC=C(N3C=CNC3=O)C=C2)=C1
201,PV-007344954102,O=C(NC(CC1=CC=CC=C1)C1=CC=NC=C1)C1=NN(C2=CC=CC=C2)C(=O)C=C1
202,PV-007243617011,O=C(NC1=CC=CN(C2=CC=CC=C2)C1=O)C1=CC=CC2=CC(O)=CC=C12
